Date,Time,Stretcher Pts hrly,Stretcher Pts cum,Ambulatory Pts hrly,Ambulatory Pts cum,Total Inflow hrly,Total Inflow cum,Ambulances hrly,Ambulances cum,FLS hrly,Adm. requests cum,Admissions cum,Pts.waiting for admission CUM,Total Stretcher pts,Triage hallway pts,Triage hallway pts TBS,Re-Oriented Nurse cum,Re-Oriented MD QTrack D/C,Re-Oriented MD QTrack NotD/C,Resus Pts,Totalpts in PODs except Psych,Green Pts,Green Pts TBS,Yellow PTS,Yellow Pts TBS,Orancge Pts except psych,Orange Pts TBS,Consults > 2h in PODS except IM,Consult for IM >4h in PODS,Plain films reqs > 2 h in PODs,CTs reqs > 2 h in PODs,Post POD (Family room),Stretcher Pts in Vertical,Stretcher Pts TBS in Vertical,Stretcher Pts in Vertical on Lazyboy,Vertical Pts Waiting for Results,Ambulatory Pts in Vertical,Ambulatory Pts TBS in Vertical,QTrack Patients TBS,GARAGE patient TBS,Consults > 2h in Vertical Except IM,Consult for IM >4h in Vertical,Plain films reqs > 2 hr in Vertical,CTs reqs > 2 hrs in Vertical,Psych Stretcher Pts1pt,Psych pts waiting for admission,ds,Total Pod TBS,Total Vertical TBS,Stretcher Overflow
04/22/23,9,5,31,8,22,13,53,1,9,2,6,4,44,109,0,0,5,0,2,4,52,18,1,17,0,17,0,16,1,0,5,5,30,6,15,1,12,10,0,0,14,1,1,3,18,15,2023-04-22 09:00:00,1,16,5
04/22/23,10,2,33,8,30,10,63,2,11,0,6,4,44,109,0,0,6,0,3,5,48,18,0,15,0,15,0,17,1,0,6,7,31,3,16,3,16,13,1,0,15,1,1,2,18,15,2023-04-22 10:00:00,0,17,7
04/22/23,12,5,53,9,37,14,90,2,16,1,6,7,41,118,2,2,6,0,4,3,55,20,0,18,1,17,1,18,1,1,6,7,33,9,11,10,19,12,3,0,10,1,2,3,18,15,2023-04-22 12:00:00,4,24,9
04/22/23,13,5,58,5,42,10,100,1,17,1,9,9,41,123,3,3,10,0,5,4,55,19,0,18,0,18,0,16,3,1,5,7,37,7,13,10,15,12,4,0,9,0,4,3,17,15,2023-04-22 13:00:00,3,23,10
04/22/23,15,5,67,4,59,9,126,3,21,0,17,14,43,112,0,0,12,0,6,4,52,20,0,16,0,16,1,10,2,0,1,4,36,7,16,6,25,21,4,0,4,0,1,2,16,14,2023-04-22 15:00:00,1,32,4
04/22/23,16,5,72,7,66,12,138,0,21,0,21,18,42,111,4,3,13,0,6,5,49,18,0,15,1,16,2,5,2,0,1,5,32,8,14,8,28,26,3,0,4,0,1,4,16,14,2023-04-22 16:00:00,6,37,8
04/22/23,18,5,80,5,73,10,153,2,26,0,23,22,40,109,3,2,14,0,5,3,47,17,0,16,1,14,1,5,2,0,1,5,34,2,15,8,18,17,3,0,6,0,1,5,17,15,2023-04-22 18:00:00,4,22,7
04/22/23,19,4,84,4,77,8,161,1,27,1,24,22,41,104,2,2,14,0,5,5,46,15,0,16,1,15,0,6,2,0,2,2,32,5,15,12,13,11,3,0,6,0,1,2,17,15,2023-04-22 19:00:00,3,19,4
04/22/23,20,6,90,1,78,7,168,2,29,0,26,23,42,99,0,0,14,0,3,4,51,16,0,18,1,17,0,7,1,0,3,2,25,4,9,9,13,9,3,0,7,1,3,4,17,15,2023-04-22 20:00:00,1,16,2
04/22/23,21,6,96,6,84,12,180,4,33,0,29,25,43,98,0,0,15,0,2,4,51,18,1,17,0,16,0,8,0,0,2,2,24,4,8,5,14,13,1,0,8,1,2,4,17,15,2023-04-22 21:00:00,1,18,2
04/22/23,22,7,103,3,87,10,190,2,35,1,30,27,42,92,1,1,15,0,2,4,51,20,0,14,2,17,1,9,1,0,5,2,18,1,7,4,13,13,1,0,4,1,1,4,16,15,2023-04-22 22:00:00,4,15,3
04/22/23,23,4,107,2,89,6,196,1,36,0,31,29,40,88,2,2,15,0,2,3,44,17,0,13,1,14,1,10,1,0,5,3,19,0,10,3,8,6,1,0,3,1,1,6,17,16,2023-04-22 23:00:00,4,7,5
04/22/23,24,5,112,2,91,7,203,1,37,0,32,31,39,82,2,2,15,0,1,4,42,17,0,13,2,12,1,7,2,0,4,5,12,0,9,5,9,9,1,0,5,1,1,5,17,16,2023-04-23 00:00:00,5,10,7
04/23/23,1,3,3,4,4,7,7,2,2,0,1,1,39,78,0,0,1,0,1,4,43,17,1,13,2,13,1,7,2,0,3,5,10,0,7,4,12,12,1,0,5,0,1,4,16,16,2023-04-23 01:00:00,4,13,5
04/23/23,2,3,6,1,5,4,11,1,3,0,2,3,38,77,0,0,2,0,1,4,43,17,0,13,1,13,3,7,2,1,4,4,9,0,6,3,11,10,1,0,7,0,1,2,17,16,2023-04-23 02:00:00,4,11,4
04/23/23,3,3,9,0,5,3,14,2,5,0,3,3,39,75,0,0,3,0,1,4,43,17,0,13,0,13,1,9,2,1,5,4,6,0,4,2,12,12,1,0,7,0,2,2,18,16,2023-04-23 03:00:00,1,13,4
04/23/23,4,3,12,2,7,5,19,1,6,1,5,3,40,76,0,0,3,0,2,4,45,17,0,14,1,14,1,11,1,1,4,3,6,0,4,2,14,13,2,0,4,0,2,2,18,16,2023-04-23 04:00:00,2,15,3
04/23/23,5,1,13,2,9,3,22,0,6,0,5,4,39,75,0,0,3,0,2,4,44,16,0,14,0,14,0,14,3,1,3,3,6,0,5,2,14,12,2,0,4,0,2,1,18,16,2023-04-23 05:00:00,0,14,3
04/23/23,6,3,16,1,10,4,26,1,7,0,5,5,39,73,0,0,3,0,2,4,43,16,0,12,0,15,1,14,3,0,4,3,5,0,5,3,15,12,2,0,5,0,2,1,18,16,2023-04-23 06:00:00,1,14,3
04/23/23,7,4,20,1,11,5,31,1,8,0,6,5,40,75,0,0,3,0,2,4,43,15,0,14,2,14,0,13,2,2,4,4,6,0,6,5,13,12,1,0,4,0,2,2,18,16,2023-04-23 07:00:00,2,13,4
04/23/23,8,5,25,6,17,11,42,0,8,0,7,5,40,88,0,0,3,0,3,4,43,15,0,14,2,14,1,14,2,0,5,4,18,7,6,5,13,12,2,0,5,0,2,4,19,16,2023-04-23 08:00:00,3,21,4
04/23/23,9,10,35,1,18,11,53,1,9,1,8,6,40,92,0,0,6,0,3,3,46,17,2,15,3,14,0,16,1,0,6,3,21,6,6,2,8,6,2,0,5,0,0,2,19,16,2023-04-23 09:00:00,5,14,3
04/23/23,10,7,42,3,21,10,63,1,10,0,9,6,41,100,0,0,8,0,2,5,45,18,1,14,0,13,0,16,1,0,5,4,27,8,7,5,4,4,0,0,8,0,0,2,19,16,2023-04-23 10:00:00,1,12,4
04/23/23,11,3,45,13,34,16,79,1,11,0,11,6,43,101,0,0,9,0,4,4,46,16,0,16,1,14,1,14,0,0,5,4,28,8,7,5,11,10,1,0,7,0,0,2,19,16,2023-04-23 11:00:00,2,19,4
04/23/23,13,7,63,9,46,16,109,1,17,0,14,8,44,104,0,0,11,1,7,3,51,20,2,16,1,15,0,14,0,0,3,5,26,6,8,7,18,16,6,0,2,0,0,2,19,16,2023-04-23 13:00:00,3,28,5
04/23/23,14,9,72,2,48,11,120,0,17,0,15,10,41,111,0,0,12,1,7,3,51,19,0,18,2,14,0,15,0,1,6,6,32,13,8,5,17,14,3,0,4,0,0,2,19,16,2023-04-23 14:00:00,2,30,6
04/23/23,15,4,76,7,55,11,131,2,19,0,17,12,41,107,0,0,15,1,6,2,52,19,0,18,1,15,2,13,0,1,6,5,29,12,8,3,18,14,3,0,6,0,0,2,19,16,2023-04-23 15:00:00,3,29,5
04/23/23,16,11,87,6,61,17,148,3,22,0,17,12,41,108,3,3,15,1,6,4,48,16,0,18,0,14,2,8,0,1,3,4,30,13,10,4,24,22,3,0,6,0,0,2,19,16,2023-04-23 16:00:00,5,38,7
04/23/23,17,7,94,5,66,12,160,2,24,0,22,14,44,106,5,3,16,3,4,4,47,18,2,16,0,13,0,10,0,1,3,5,25,8,10,2,26,20,3,0,6,0,0,2,20,16,2023-04-23 17:00:00,5,31,8
04/23/23,18,7,101,3,69,10,170,4,28,0,26,17,45,108,3,3,16,4,3,5,49,16,1,18,1,15,1,8,1,0,1,7,24,5,9,3,26,21,3,0,4,0,1,1,20,17,2023-04-23 18:00:00,6,29,10
04/23/23,19,9,110,2,71,11,181,4,32,0,29,17,47,98,1,1,16,4,2,4,48,18,3,15,1,15,0,8,0,0,3,7,18,3,9,3,26,21,0,0,4,0,1,1,20,17,2023-04-23 19:00:00,5,24,8
04/23/23,21,7,114,4,90,11,204,2,36,0,35,21,48,98,1,1,18,4,4,4,50,18,1,16,1,16,0,7,0,3,1,5,17,0,8,4,28,27,3,0,3,0,0,1,21,17,2023-04-23 21:00:00,3,30,6
04/23/23,22,3,117,3,93,6,210,0,36,0,36,26,44,94,1,1,20,4,4,3,49,19,2,14,0,16,0,8,0,1,1,4,15,0,10,2,29,22,3,0,2,0,1,2,22,17,2023-04-23 22:00:00,3,25,5
04/23/23,23,1,118,0,93,1,211,0,36,0,36,27,43,82,0,0,20,5,2,3,44,18,1,12,0,14,0,10,1,1,2,4,9,0,6,4,17,14,0,0,3,0,1,1,22,17,2023-04-23 23:00:00,1,14,4
04/23/23,24,4,122,2,95,6,217,0,36,0,38,28,45,81,0,0,21,6,1,3,45,18,0,15,2,12,0,11,1,1,2,3,8,1,5,6,10,9,0,0,4,0,0,1,22,18,2023-04-24 00:00:00,2,10,3
04/24/23,1,3,3,1,1,4,4,1,1,0,2,1,46,80,0,0,0,0,0,3,45,16,0,15,2,14,1,9,2,1,1,3,7,0,5,5,11,9,0,0,3,0,0,0,22,18,2023-04-24 01:00:00,3,9,3
04/24/23,2,3,6,2,3,5,9,0,1,0,5,1,49,82,1,1,0,0,1,3,46,17,1,15,0,14,1,11,3,1,1,3,8,0,6,3,11,11,1,0,3,0,0,0,21,19,2023-04-24 02:00:00,3,12,4
04/24/23,3,5,11,1,4,6,15,0,1,0,5,1,49,80,1,1,0,0,1,4,43,18,2,11,0,14,0,13,2,1,1,3,8,0,6,3,15,15,1,0,3,0,0,0,21,19,2023-04-24 03:00:00,3,16,4
04/24/23,4,5,16,1,5,6,21,3,4,0,5,1,49,82,0,0,0,0,1,4,45,17,2,14,2,14,0,13,2,1,1,3,7,0,6,6,16,13,1,0,3,0,0,0,23,19,2023-04-24 04:00:00,4,14,3
04/24/23,5,1,17,1,6,2,23,1,5,0,7,1,51,84,0,0,0,0,1,4,43,15,0,14,2,14,0,12,3,2,2,5,10,0,7,9,7,6,0,0,4,1,0,0,22,20,2023-04-24 05:00:00,2,6,5
04/24/23,6,3,20,1,7,4,27,2,7,0,8,1,52,83,1,1,0,0,2,3,43,14,1,15,1,14,0,13,3,2,2,6,8,0,7,6,4,2,1,0,3,1,0,0,22,20,2023-04-24 06:00:00,3,3,7
04/24/23,7,6,26,4,11,10,37,1,8,0,9,1,53,88,0,0,0,0,3,3,45,16,2,16,2,13,0,13,3,2,2,6,11,0,7,8,9,7,2,0,3,0,0,0,23,20,2023-04-24 07:00:00,4,9,6
04/24/23,8,3,29,4,15,7,44,0,8,0,10,3,52,89,0,0,0,0,3,3,43,16,2,15,1,12,0,14,2,2,2,6,13,1,9,7,12,10,2,0,3,0,0,0,24,20,2023-04-24 08:00:00,3,13,6
04/24/23,9,10,39,9,24,19,63,0,8,0,10,2,53,90,0,0,3,0,4,4,41,13,0,15,0,13,1,17,3,2,2,5,16,0,10,3,18,13,2,0,5,0,0,4,24,20,2023-04-24 09:00:00,1,15,5
04/24/23,10,16,55,5,29,21,84,3,11,0,12,2,53,95,0,0,4,0,2,5,44,16,3,13,0,15,0,12,3,1,1,6,18,2,8,5,21,16,0,0,6,0,0,1,22,19,2023-04-24 10:00:00,3,18,6
04/24/23,11,11,66,17,46,28,112,1,12,0,13,7,48,112,0,0,12,0,5,5,47,15,1,15,2,17,1,8,3,1,1,5,33,9,7,5,19,19,3,0,6,0,0,2,22,19,2023-04-24 11:00:00,4,31,5
04/24/23,13,13,85,8,70,21,155,2,19,0,14,10,44,120,2,2,14,0,11,6,49,17,2,17,2,15,1,4,3,4,1,7,37,6,6,8,17,16,7,0,7,0,0,1,19,16,2023-04-24 13:00:00,7,29,9
04/24/23,14,10,95,8,78,18,173,1,20,0,16,11,43,121,3,3,18,0,9,6,50,17,4,16,2,17,3,5,3,5,2,6,37,4,7,9,22,21,5,0,6,0,0,0,19,16,2023-04-24 14:00:00,12,30,9
04/24/23,15,13,108,3,81,16,189,2,22,0,16,15,37,131,5,5,20,0,9,7,51,17,3,16,3,18,1,5,3,2,1,7,45,10,11,10,16,16,4,0,7,0,0,0,16,14,2023-04-24 15:00:00,12,30,12
04/24/23,16,6,114,10,91,16,205,1,23,0,18,16,37,129,6,6,21,0,9,7,50,18,2,14,0,18,1,7,2,3,3,6,41,9,12,7,22,22,5,0,9,0,1,1,19,14,2023-04-24 16:00:00,9,36,12
04/24/23,17,9,123,13,104,22,227,5,28,0,19,17,36,121,5,5,22,1,12,6,49,18,1,14,1,17,4,6,2,1,3,7,35,6,10,8,31,25,6,0,8,0,3,0,19,14,2023-04-24 17:00:00,11,37,12
04/24/23,18,1,124,12,116,13,240,0,28,0,23,21,35,113,4,3,28,3,10,7,49,19,1,16,3,14,3,7,0,4,3,6,27,3,8,5,29,21,5,0,7,0,2,1,20,15,2023-04-24 18:00:00,10,29,9
04/24/23,21,4,139,8,136,12,275,1,35,0,29,30,30,93,0,0,31,6,3,6,47,18,3,16,0,13,0,8,0,2,3,1,17,2,10,1,36,26,1,0,7,0,1,1,22,14,2023-04-24 21:00:00,3,29,1
04/24/23,22,2,141,4,140,6,281,2,37,1,32,31,32,87,0,0,31,6,4,4,45,16,2,15,0,14,0,6,0,2,3,0,18,2,10,6,25,16,2,0,6,0,0,1,20,15,2023-04-24 22:00:00,2,20,0
04/24/23,23,4,145,4,144,8,289,2,39,0,37,32,36,85,0,0,31,6,2,4,44,16,1,14,0,14,0,8,0,1,2,0,16,1,14,0,29,17,2,0,7,0,0,2,21,15,2023-04-24 23:00:00,1,20,0
04/24/23,24,2,147,3,147,5,294,0,39,0,37,32,36,77,0,0,31,6,2,4,40,15,0,13,0,12,0,7,0,1,3,0,14,1,13,7,18,16,2,0,8,0,0,1,19,15,2023-04-25 00:00:00,0,19,0
04/25/23,1,2,2,5,5,7,7,1,1,0,2,1,37,74,0,0,1,0,2,3,40,15,0,13,0,12,1,7,1,2,3,0,12,1,9,7,18,17,2,0,8,0,0,0,19,16,2023-04-25 01:00:00,1,20,0
04/25/23,2,3,5,1,6,4,11,2,3,0,3,1,38,72,0,0,1,0,2,3,41,15,0,14,1,12,1,10,1,2,2,0,9,0,8,6,16,15,0,0,7,0,0,0,19,16,2023-04-25 02:00:00,2,15,0
04/25/23,3,2,7,4,10,6,17,2,5,1,4,2,38,75,0,0,2,0,3,4,43,15,0,15,2,13,0,13,2,1,2,0,9,0,8,5,17,17,1,0,8,1,1,0,19,16,2023-04-25 03:00:00,2,18,0
04/25/23,4,1,7,1,12,2,19,0,5,0,4,2,38,71,0,0,2,0,3,4,42,15,0,15,0,12,0,13,3,1,0,0,7,0,5,11,13,10,1,0,7,1,2,0,18,16,2023-04-25 04:00:00,0,11,0
04/25/23,5,1,8,1,13,2,21,1,6,0,5,3,38,71,0,0,2,0,3,4,43,15,0,15,0,13,1,13,3,0,0,0,6,0,5,6,11,4,1,0,7,1,0,0,18,16,2023-04-25 05:00:00,1,5,0
04/25/23,6,5,13,0,13,5,26,2,8,0,5,3,38,76,0,0,3,0,3,4,45,16,1,16,1,13,2,13,1,0,0,0,9,0,7,3,3,2,1,0,7,1,0,0,18,16,2023-04-25 06:00:00,4,3,0
04/25/23,7,4,17,2,15,6,32,2,10,0,6,3,39,76,0,0,3,0,3,4,45,17,0,16,1,12,0,14,0,2,2,0,9,0,8,2,6,6,0,0,8,0,0,0,18,17,2023-04-25 07:00:00,1,6,0
04/25/23,8,4,20,3,19,7,39,0,10,0,6,3,39,78,0,0,3,0,2,4,45,18,2,15,1,12,0,15,0,1,1,0,11,0,10,2,8,8,0,0,10,0,0,1,18,17,2023-04-25 08:00:00,3,8,0
04/25/23,9,19,39,4,23,23,62,0,10,0,6,3,39,87,0,0,6,0,3,4,51,20,3,16,1,15,2,15,0,2,1,0,14,0,10,1,18,10,1,0,10,0,0,1,18,17,2023-04-25 09:00:00,6,11,0
04/25/23,10,13,52,5,28,18,80,1,11,0,7,3,40,101,0,0,8,0,3,4,45,19,2,14,0,12,2,13,0,1,0,3,29,11,11,3,7,6,1,0,12,0,0,1,20,17,2023-04-25 10:00:00,4,18,3
04/25/23,11,13,61,5,37,18,98,4,15,0,7,4,39,110,0,0,9,0,1,5,47,19,3,14,2,14,3,9,0,1,0,8,30,6,12,5,16,14,1,0,11,0,0,0,20,17,2023-04-25 11:00:00,8,21,8
04/25/23,12,10,70,8,46,18,116,2,17,0,10,5,39,112,0,0,14,0,4,4,43,19,2,9,1,15,2,5,0,3,0,8,38,9,12,6,13,12,2,0,15,1,1,0,19,16,2023-04-25 12:00:00,5,23,8
04/25/23,13,10,80,9,55,19,135,2,19,0,12,6,40,117,0,0,16,0,7,4,46,18,4,13,5,15,2,3,0,1,0,8,39,8,13,7,20,16,2,0,12,1,2,1,20,16,2023-04-25 13:00:00,11,26,8
04/25/23,14,13,93,5,60,18,153,3,22,0,14,7,40,124,0,0,16,0,15,6,48,18,2,15,4,15,1,4,0,1,0,6,45,10,11,8,15,12,10,0,10,1,4,0,19,15,2023-04-25 14:00:00,7,32,6
04/25/23,15,14,106,6,67,20,173,2,24,0,14,11,36,132,3,3,16,0,12,5,52,18,0,18,3,16,1,6,1,1,1,6,48,12,13,9,15,12,8,0,9,0,3,4,18,15,2023-04-25 15:00:00,7,32,9
04/25/23,16,8,114,6,73,14,187,2,26,0,17,14,35,136,6,6,21,2,15,6,49,17,0,18,1,14,2,4,2,2,3,4,52,18,15,10,13,13,10,0,7,0,1,2,19,15,2023-04-25 16:00:00,9,41,10
04/25/23,17,7,121,7,80,14,201,2,28,0,23,19,32,123,0,0,24,2,12,6,48,17,1,17,0,14,5,2,3,2,2,4,47,18,15,9,20,20,6,0,6,0,1,5,18,13,2023-04-25 17:00:00,6,44,4
04/25/23,18,6,127,1,81,7,208,1,29,0,28,21,33,119,2,2,25,2,11,4,47,15,1,15,0,17,6,3,3,2,1,6,43,13,12,11,18,16,2,0,5,0,1,7,17,14,2023-04-25 18:00:00,9,31,8
04/25/23,19,9,136,6,87,15,223,4,33,0,29,23,32,111,0,0,26,2,7,5,52,18,3,16,3,18,3,3,3,4,0,4,33,8,11,7,22,21,1,0,4,0,0,10,17,14,2023-04-25 19:00:00,9,30,4
04/25/23,20,4,140,5,92,9,232,0,33,0,32,23,35,107,0,0,26,2,1,5,50,18,2,15,1,17,3,4,2,3,0,6,29,5,10,6,26,24,0,0,3,1,1,7,17,14,2023-04-25 20:00:00,6,29,6
04/25/23,21,4,144,7,99,11,243,1,34,1,34,27,33,99,0,0,26,2,0,5,49,18,1,15,1,16,2,4,2,1,0,6,21,0,7,5,29,24,0,0,1,1,1,6,18,14,2023-04-25 21:00:00,4,24,6
04/25/23,22,9,153,1,100,10,253,4,38,0,35,27,34,82,1,1,27,2,0,4,45,17,2,14,0,14,1,5,5,2,3,4,11,0,3,6,32,26,0,0,0,1,0,1,17,14,2023-04-25 22:00:00,4,26,5
04/25/23,23,5,158,2,102,7,260,1,39,0,36,27,35,86,0,0,27,2,0,4,48,17,3,15,0,16,1,8,4,0,2,6,12,0,4,8,26,22,0,0,0,1,0,2,16,14,2023-04-25 23:00:00,4,22,6
04/25/23,24,0,158,1,103,1,261,0,39,0,36,27,35,84,0,0,27,2,0,4,46,16,3,15,0,15,1,8,5,0,2,5,13,0,5,12,22,22,0,0,1,1,0,2,16,14,2023-04-26 00:00:00,4,22,5
04/26/23,1,0,0,2,2,2,2,1,1,0,3,0,38,76,0,0,0,0,0,4,45,16,1,13,0,16,0,10,5,0,2,4,7,1,5,2,22,22,0,0,1,1,0,2,16,14,2023-04-26 01:00:00,1,23,4
04/26/23,2,1,1,1,3,2,4,0,1,0,4,1,38,74,0,0,0,0,0,4,44,16,0,12,0,16,0,12,5,0,0,3,7,0,6,2,19,17,0,0,0,1,0,2,16,15,2023-04-26 02:00:00,0,17,3
04/26/23,3,1,2,1,4,2,6,1,2,0,5,1,39,71,0,0,1,0,0,4,44,16,0,12,0,16,0,9,5,0,0,4,3,0,3,3,13,10,0,0,1,1,0,1,16,15,2023-04-26 03:00:00,0,10,4
04/26/23,4,0,2,1,5,1,7,0,2,0,6,1,40,70,0,0,1,0,0,5,42,15,0,11,0,16,0,14,4,0,0,4,3,0,3,9,5,4,0,0,1,1,0,1,16,15,2023-04-26 04:00:00,0,4,4
04/26/23,5,2,4,2,7,4,11,3,5,0,8,1,42,72,1,1,2,0,0,3,42,15,0,12,0,15,0,15,2,0,0,6,4,0,4,5,3,2,0,0,1,1,0,1,16,15,2023-04-26 05:00:00,1,2,7
04/26/23,6,4,8,1,8,5,16,2,7,0,8,1,42,75,1,1,2,0,0,4,44,15,0,12,1,17,2,16,2,0,1,6,4,0,4,5,4,3,0,0,1,1,0,1,16,15,2023-04-26 06:00:00,4,3,7
04/26/23,7,2,10,1,9,3,19,0,7,0,9,1,43,77,0,0,2,0,0,4,46,15,0,13,1,18,1,18,1,0,1,5,6,0,6,3,5,5,0,0,1,0,0,1,16,15,2023-04-26 07:00:00,2,5,5
04/26/23,8,8,18,2,11,10,29,2,9,0,10,1,44,77,0,0,2,0,0,4,46,15,0,13,1,18,1,18,0,0,1,5,5,0,6,3,12,12,0,0,1,0,1,1,17,15,2023-04-26 08:00:00,2,12,5
04/26/23,9,2,20,11,22,13,42,0,9,0,11,2,44,80,0,0,2,0,0,4,46,15,0,14,0,17,1,22,0,1,1,5,7,0,6,3,16,12,0,0,2,0,1,1,18,16,2023-04-26 09:00:00,1,12,5
04/26/23,10,9,29,2,24,11,53,2,11,1,12,4,41,93,1,1,4,0,1,5,46,16,1,14,1,16,0,18,0,1,2,6,18,0,7,5,5,3,1,0,4,0,0,1,17,15,2023-04-26 10:00:00,3,4,7
04/26/23,11,13,42,4,28,17,70,0,11,0,13,9,38,100,0,0,5,0,2,4,49,20,3,12,1,17,0,20,1,1,2,6,24,4,7,9,9,7,1,0,3,0,1,1,17,15,2023-04-26 11:00:00,4,12,6
04/26/23,12,8,50,12,40,20,90,3,14,0,13,11,33,101,0,0,7,2,7,4,49,20,2,13,3,16,1,16,1,1,1,6,26,1,9,7,12,9,4,0,3,0,0,2,16,14,2023-04-26 12:00:00,6,14,6
04/26/23,13,14,64,7,47,21,111,3,17,0,14,13,29,98,0,0,7,5,8,4,44,17,0,12,2,15,0,10,1,1,0,4,32,3,10,9,13,11,4,0,4,0,0,3,14,13,2023-04-26 13:00:00,2,18,4
04/26/23,14,9,73,12,59,21,132,1,18,1,16,14,30,103,0,0,9,6,8,2,48,17,2,15,4,16,3,11,1,1,0,6,33,4,9,9,16,13,5,0,6,0,0,2,14,12,2023-04-26 14:00:00,9,22,6
04/26/23,19,12,111,5,96,17,207,4,30,0,29,25,26,105,2,2,13,17,3,2,46,16,1,15,1,15,1,7,0,2,4,6,29,6,10,2,16,12,0,0,1,0,1,2,20,14,2023-04-26 19:00:00,5,18,8
04/26/23,20,8,119,5,101,13,220,1,31,0,30,31,21,115,0,0,13,17,2,2,49,17,3,15,0,17,3,7,0,2,5,5,37,7,10,7,14,9,0,0,2,0,0,1,22,14,2023-04-26 20:00:00,6,16,5
04/26/23,21,8,127,3,104,11,231,1,32,0,30,32,19,111,0,0,15,17,3,2,44,15,1,14,0,15,0,11,0,1,5,4,40,12,12,6,10,8,2,0,2,0,1,1,21,14,2023-04-26 21:00:00,1,22,4
04/26/23,22,8,135,6,110,14,245,0,32,0,34,34,21,105,0,0,16,17,3,2,44,14,2,15,2,15,2,8,0,1,3,4,34,12,8,7,13,9,2,0,1,0,0,1,21,16,2023-04-26 22:00:00,6,23,4
04/26/23,23,7,142,5,115,12,257,1,33,0,36,35,21,99,1,1,16,17,3,2,43,17,1,13,2,13,2,8,0,0,2,0,31,16,6,7,15,11,3,0,1,0,0,1,22,17,2023-04-26 23:00:00,6,30,1
04/26/23,24,5,147,3,118,8,265,1,34,1,36,36,21,93,1,1,18,17,2,3,39,15,1,13,0,11,0,9,0,0,2,0,27,19,5,7,8,7,2,0,5,0,0,1,23,17,2023-04-27 00:00:00,2,28,1
04/27/23,1,2,2,2,2,4,4,0,0,0,3,0,24,94,0,0,0,0,2,3,43,16,1,13,1,14,2,8,0,0,5,0,26,15,5,4,9,8,2,0,4,0,0,1,22,17,2023-04-27 01:00:00,4,25,0
04/27/23,2,5,7,2,4,7,11,1,1,0,5,0,26,89,0,0,1,0,2,3,41,16,1,13,1,12,1,8,0,2,4,0,24,14,4,1,14,14,2,0,3,1,0,0,21,17,2023-04-27 02:00:00,3,30,0
04/27/23,3,0,7,0,4,0,11,0,1,0,5,1,25,90,0,0,1,0,2,3,42,16,0,13,0,13,2,20,0,5,0,0,24,14,4,1,14,14,2,0,4,1,0,1,21,17,2023-04-27 03:00:00,2,30,0
05/30/23,9,8,34,8,27,16,61,0,11,0,10,6,33,109,0,0,5,0,5,5,51,19,1,16,0,16,2,23,4,1,3,10,28,6,12,7,9,8,3,0,9,1,2,5,15,14,2023-05-30 09:00:00,3,17,10
05/30/23,10,9,45,6,31,15,76,2,13,0,12,9,32,105,0,0,5,2,3,5,47,15,2,15,0,17,3,19,1,0,1,11,27,3,12,10,16,13,3,0,10,1,1,4,15,14,2023-05-30 10:00:00,5,19,11
05/30/23,11,10,56,17,47,27,103,4,17,0,16,9,35,96,0,0,7,2,3,5,47,16,4,16,2,15,1,19,1,0,1,11,18,2,11,7,29,22,3,0,8,1,1,3,15,14,2023-05-30 11:00:00,7,27,11
05/30/23,12,17,73,6,53,23,126,1,18,0,21,9,40,107,0,0,12,2,4,4,52,18,6,17,3,17,2,14,1,0,2,10,26,5,11,7,30,23,3,0,5,0,1,2,15,14,2023-05-30 12:00:00,11,31,10
05/30/23,13,16,89,7,60,23,149,3,21,1,22,11,38,117,2,2,15,3,2,5,54,20,8,17,4,17,3,8,1,0,2,13,29,4,10,8,36,31,2,0,7,0,1,4,14,13,2023-05-30 13:00:00,17,37,15
05/30/23,14,12,101,10,70,22,171,2,23,0,24,14,37,124,2,2,19,6,3,4,54,19,7,17,2,18,4,8,2,7,5,14,35,12,7,8,35,31,1,0,5,0,1,4,15,13,2023-05-30 14:00:00,15,44,16
05/30/23,15,15,116,7,77,22,193,5,28,1,26,16,35,124,7,7,21,6,1,3,56,21,8,17,3,18,4,8,2,6,3,12,30,11,8,7,44,38,1,0,5,0,1,4,16,13,2023-05-30 15:00:00,22,50,19
05/30/23,16,13,129,5,82,18,211,4,32,0,27,18,33,125,12,12,22,6,14,4,54,20,6,16,3,18,3,3,3,6,3,11,27,10,8,9,37,34,13,0,5,0,1,4,17,13,2023-05-30 16:00:00,24,57,23
05/30/23,17,12,141,9,91,21,232,1,33,0,32,22,35,131,13,13,23,6,16,5,53,19,3,16,0,18,2,2,2,6,2,12,32,5,8,10,37,33,11,0,3,0,1,3,16,13,2023-05-30 17:00:00,18,49,25
05/30/23,18,7,148,3,94,10,242,1,34,0,33,25,32,129,7,7,28,6,20,5,51,18,5,16,1,17,2,2,2,1,2,13,33,5,8,13,32,27,15,0,9,0,2,2,20,14,2023-05-30 18:00:00,15,47,20
05/30/23,21,3,148,4,121,7,269,1,40,0,47,40,29,113,0,0,31,6,14,4,52,18,0,17,2,17,2,6,3,1,4,10,27,5,5,7,23,20,5,0,7,0,5,7,20,15,2023-05-30 21:00:00,4,30,10
