dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
11/01/21,24,1,134,1,137,2,271,1,40,0,47,45,11,59,0,0,17,0,0,5,39,12,1,13,3,14,0,9,0,1,1,0,9,2,5,10,8,8,0,0,2,0,0,0,6,4
11/01/21,23,2,133,2,136,4,269,1,39,0,46,44,11,63,0,0,17,0,0,4,43,15,2,14,4,14,0,7,0,0,0,0,9,3,4,9,12,9,0,0,2,0,0,1,7,4
11/01/21,22,2,131,5,134,7,265,2,38,0,44,41,12,70,0,0,17,0,0,5,46,17,1,15,4,14,1,6,0,0,2,0,11,5,4,6,23,17,0,0,2,0,0,0,8,3
11/01/21,21,6,129,6,129,12,258,1,36,0,42,39,12,78,1,1,15,0,0,6,43,17,2,14,4,12,0,4,0,0,3,0,18,5,6,8,23,18,0,0,1,0,0,0,10,3
11/01/21,20,4,123,4,123,8,246,2,35,0,39,37,11,82,0,0,15,0,0,4,46,17,2,15,3,14,2,5,0,0,3,0,22,7,4,11,20,16,0,2,2,0,0,0,10,2
11/01/21,19,7,119,10,119,17,238,2,33,0,38,35,13,77,0,0,15,0,6,5,45,17,1,13,2,15,2,6,0,1,3,0,18,3,7,9,24,22,1,2,2,0,1,4,9,2
11/01/21,18,7,112,8,109,15,221,1,31,0,36,34,12,84,1,1,15,0,6,5,47,19,2,14,3,14,4,5,1,1,4,0,22,5,12,4,19,17,3,3,4,0,1,2,9,2
11/01/21,17,13,105,4,101,17,206,2,30,0,26,30,8,93,5,5,14,0,2,3,47,18,2,16,4,13,1,8,2,1,3,0,30,15,11,6,12,9,0,5,4,0,0,2,8,3
11/01/21,16,3,92,6,97,9,189,2,28,0,25,25,13,96,1,1,14,0,5,2,47,18,1,17,2,12,2,5,2,2,1,0,37,18,13,7,11,10,0,4,4,0,0,2,9,3
11/01/21,15,18,89,9,91,27,180,1,26,0,22,23,13,88,3,3,14,0,5,1,48,16,3,16,2,16,3,6,0,5,2,0,26,5,15,7,27,23,0,3,6,0,0,3,10,3
