dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
07/01/20,24,6,109,0,66,6,175,3,23,0,32,24,16,59,0,0,9,16,0,3,36,12,0,12,0,12,1,5,1,0,7,0,17,2,9,7,2,2,,,2,0,0,1,3,3
07/01/20,23,3,103,1,66,4,169,1,20,0,32,22,18,57,0,0,9,12,0,3,34,11,0,11,0,12,1,5,1,0,8,0,17,0,7,12,1,1,,,1,0,0,5,3,3
07/01/20,22,2,100,2,65,4,165,0,19,0,30,20,18,57,0,0,9,10,0,3,34,11,0,11,0,12,0,6,2,0,7,0,17,0,6,12,2,1,,,1,0,0,8,3,3
07/01/20,21,5,98,7,63,12,161,1,19,1,28,22,14,60,0,0,9,10,0,3,36,11,0,14,2,11,0,5,3,0,7,0,18,1,7,11,3,1,,,1,0,3,11,3,3
07/01/20,20,3,93,5,56,8,149,1,18,0,24,19,13,62,0,0,9,9,0,3,37,13,1,13,1,11,0,5,4,0,7,0,19,0,5,14,2,0,,,2,0,2,10,3,2
07/01/20,19,3,90,1,51,4,141,2,17,0,22,18,13,66,0,0,8,9,0,3,39,12,1,12,1,15,0,4,2,0,7,0,21,0,5,15,0,0,,,2,0,1,5,3,2
07/01/20,18,6,87,1,50,7,137,2,15,0,19,18,10,69,0,0,7,8,0,3,38,11,0,12,0,15,0,2,3,0,8,0,24,0,7,17,0,0,,,1,0,2,3,4,2
07/01/20,17,3,81,0,49,3,130,1,13,0,17,14,13,70,0,0,7,8,0,3,41,12,1,15,2,14,0,5,0,0,5,0,22,0,7,19,1,0,,,1,0,0,2,4,2
07/01/20,16,7,78,2,49,9,127,2,12,0,16,13,13,75,0,0,7,6,0,4,41,13,1,15,2,13,0,5,0,0,5,0,27,8,5,20,5,4,,,2,0,0,2,3,2
07/01/20,15,5,71,2,47,7,118,1,10,0,13,13,10,77,0,0,7,6,0,5,43,14,2,14,1,15,0,6,0,4,4,0,24,8,4,17,8,4,,,4,0,0,2,5,2
07/01/20,14,11,66,8,45,19,111,1,9,0,12,10,12,77,2,2,6,5,0,4,41,13,0,13,0,15,0,5,0,4,3,0,25,7,4,13,10,9,,,4,0,0,2,5,2
07/01/20,13,10,55,7,37,17,92,2,8,0,11,9,12,67,1,1,5,2,0,3,45,14,2,16,0,15,1,8,0,2,3,0,14,4,1,15,6,4,,,4,0,0,2,4,2
07/01/20,12,14,45,6,30,20,75,3,6,0,8,8,10,59,0,0,5,2,0,2,41,12,1,15,1,14,1,8,1,1,1,0,12,3,3,9,6,3,,,3,0,0,1,4,2
07/01/20,11,9,31,7,24,16,55,0,3,0,8,6,12,51,0,0,5,2,0,2,37,10,2,13,1,14,1,11,1,0,0,0,8,1,3,10,5,3,,,3,0,0,1,4,2
07/01/20,10,7,22,6,17,13,39,0,3,0,8,6,12,48,0,0,1,1,0,3,34,8,0,12,0,14,0,8,0,0,1,0,8,2,3,7,3,1,,,2,0,1,1,3,2
07/01/20,9,5,15,5,11,10,26,0,3,0,8,7,11,44,0,0,1,1,0,3,33,7,0,11,1,15,0,9,0,0,1,0,5,0,2,4,2,1,,,1,0,0,1,3,2
07/01/20,8,1,10,0,6,1,16,0,3,0,8,6,12,38,0,0,0,0,0,2,31,6,0,10,0,15,0,8,0,0,1,0,3,0,3,2,2,2,,,1,0,0,1,2,2
07/01/20,7,2,9,1,6,3,15,0,3,0,7,6,11,39,0,0,0,0,0,2,32,6,0,11,1,15,0,10,0,5,1,0,3,0,3,2,2,2,,,0,0,0,1,2,2
07/01/20,6,2,7,1,5,3,12,1,3,0,6,6,10,38,0,0,0,0,0,2,32,7,0,10,0,15,0,11,0,5,1,0,2,0,2,2,0,0,,,0,1,0,1,2,2
07/01/20,5,0,5,0,4,0,9,0,2,0,6,5,11,37,0,0,0,0,1,2,31,7,0,11,0,13,0,10,0,5,0,0,2,0,1,2,3,0,,,0,1,0,1,2,2
07/01/20,4,0,5,1,4,1,9,0,2,0,6,5,11,40,0,0,0,0,1,2,34,10,0,11,0,13,0,9,0,6,0,0,2,0,1,2,5,4,,,0,1,0,1,2,2
07/01/20,3,0,5,1,3,1,8,0,2,0,5,5,10,41,0,0,0,0,1,2,35,11,1,12,0,12,0,6,1,5,0,0,2,0,1,3,5,3,,,0,1,0,1,2,2
