dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
03/01/21,24,4,129,1,105,5,234,2,37,0,39,33,16,48,0,0,5,15,0,3,34,12,1,12,0,10,0,2,0,1,0,0,5,0,2,4,4,4,,,0,0,1,0,6,5
03/01/21,23,4,125,3,104,7,229,2,35,0,36,32,14,52,0,0,4,15,0,3,36,13,1,12,0,11,0,7,0,3,2,0,7,0,3,4,3,3,,,0,0,1,0,6,3
03/01/21,22,1,121,2,101,3,222,0,33,0,34,29,16,56,0,0,4,15,0,3,35,11,0,11,0,13,0,4,1,3,2,0,11,0,4,5,3,0,,,0,0,2,4,7,3
03/01/21,21,3,120,4,99,7,219,3,33,0,31,30,12,62,0,0,4,13,0,3,40,15,0,13,1,12,1,4,1,4,1,0,12,0,4,6,3,0,,,0,0,3,1,7,2
03/01/21,20,4,117,0,95,4,212,0,30,0,30,26,15,60,0,0,4,10,0,3,42,15,0,15,1,12,0,2,0,3,1,0,10,1,4,3,7,3,,,1,0,3,1,5,2
03/01/21,19,6,113,5,95,11,208,4,30,0,28,19,20,63,3,1,4,8,0,5,36,12,0,14,1,10,2,3,0,3,1,0,15,1,4,7,9,5,,,2,0,3,2,4,2
03/01/21,18,4,107,3,90,7,197,2,26,0,25,18,19,66,3,0,4,5,0,4,37,13,0,14,2,10,0,4,0,4,0,0,17,5,4,7,7,4,,,0,0,2,2,5,2
03/01/21,17,6,103,6,87,12,190,2,24,1,20,17,15,70,8,2,4,4,0,4,41,13,0,16,0,12,1,3,0,1,0,0,13,0,4,10,19,13,,,1,0,0,4,4,2
03/01/21,16,5,97,15,81,20,178,3,22,0,16,14,16,85,7,7,4,3,0,4,48,15,0,16,0,17,0,4,1,0,1,0,22,5,4,12,15,14,,,0,0,0,2,4,2
03/01/21,15,8,92,7,66,15,158,3,19,0,12,14,14,90,5,5,3,1,0,5,49,15,2,15,2,19,1,4,1,2,3,0,28,10,2,10,6,6,,,0,0,0,2,3,2
03/01/21,14,14,84,5,59,19,143,3,16,0,11,13,14,85,3,3,3,1,0,5,45,16,3,13,0,16,2,7,1,0,2,0,28,14,2,6,5,5,,,1,0,2,4,4,3
03/01/21,13,21,70,2,54,23,124,1,13,0,9,11,14,54,3,3,3,1,0,4,42,15,3,12,1,15,0,9,1,0,1,0,0,0,0,4,22,15,,,1,0,2,2,5,4
03/01/21,12,15,49,5,52,20,101,0,12,0,9,10,16,51,0,0,3,1,0,4,40,15,3,11,3,14,0,11,1,0,1,0,0,0,0,7,16,11,,,1,0,0,2,7,5
03/01/21,11,8,34,11,47,19,81,3,12,2,6,6,18,47,0,0,2,1,0,3,37,13,4,10,1,14,0,11,1,0,0,0,0,0,0,6,18,11,,,0,0,0,1,7,6
03/01/21,10,9,26,9,36,18,62,1,9,1,6,6,19,46,0,0,2,0,0,3,36,12,2,9,1,15,0,11,0,0,0,0,0,0,0,7,11,6,,,0,0,0,1,7,7
03/01/21,9,6,17,14,27,20,44,1,8,1,6,6,19,43,0,0,1,0,0,5,32,12,1,7,0,13,0,11,0,0,1,0,0,0,0,4,10,5,,,0,0,0,1,6,6
03/01/21,8,1,11,5,13,6,24,1,7,0,6,3,22,42,0,0,1,0,0,4,32,11,0,8,0,13,0,11,0,0,0,0,0,0,0,0,5,4,,,0,0,0,1,6,6
03/01/21,7,1,10,4,8,5,18,0,6,0,5,2,22,42,0,0,1,0,0,4,32,11,0,8,0,13,0,11,0,0,0,0,0,0,0,0,2,1,,,0,0,0,0,6,6
03/01/21,6,0,9,0,4,0,13,0,6,0,5,2,22,46,0,0,0,0,0,4,32,11,0,8,0,13,0,11,0,0,0,0,4,0,3,1,0,0,,,0,0,0,0,6,6
03/01/21,5,1,9,0,4,1,13,1,6,0,5,2,22,47,0,0,0,0,0,4,34,11,0,8,0,15,0,11,0,0,0,0,3,0,2,1,1,0,,,0,0,0,0,6,6
03/01/21,4,3,8,0,4,3,12,2,5,1,4,1,22,47,0,0,0,0,0,3,35,11,1,9,1,15,1,10,0,0,0,0,3,0,2,1,1,0,,,0,0,0,0,6,6
03/01/21,3,2,5,1,4,3,9,1,3,0,4,1,22,45,0,0,0,0,0,3,31,10,0,8,1,13,0,10,0,0,0,0,5,0,2,5,2,1,,,1,0,0,0,6,6
03/01/21,2,3,3,1,3,4,6,2,2,0,2,1,20,44,0,0,0,0,0,3,29,9,0,7,0,13,0,10,0,0,1,0,6,0,2,6,0,0,,,0,0,0,0,6,6
03/01/21,1,0,0,2,2,2,2,0,0,0,2,1,20,43,0,0,0,0,0,2,30,10,0,7,0,13,0,8,0,0,1,0,5,0,2,4,2,1,,,0,0,0,0,6,6
02/28/21,24,1,80,1,90,2,170,1,35,0,39,27,19,48,0,0,4,14,0,2,32,11,0,8,0,13,1,6,0,0,3,0,8,1,5,3,1,0,,,2,0,0,1,6,5
02/28/21,23,2,79,0,89,2,168,1,34,0,39,27,19,50,0,0,4,14,0,2,33,12,0,8,0,13,0,3,0,0,2,0,9,0,5,3,2,0,,,0,0,0,0,6,5
02/28/21,22,3,77,1,89,4,166,3,33,0,38,25,20,55,0,0,4,14,0,2,35,14,0,8,0,13,0,5,0,1,2,0,11,0,8,4,3,0,,,1,0,0,0,7,5
02/28/21,21,3,74,2,88,5,162,1,30,0,35,25,19,56,0,0,4,14,0,2,36,15,2,7,0,14,0,4,1,1,3,0,11,0,6,5,5,3,,,1,0,0,1,7,6
02/28/21,20,4,71,4,86,8,157,2,29,0,33,25,19,60,0,0,4,13,0,3,41,14,0,10,0,17,1,3,1,0,2,0,8,0,5,5,9,5,,,1,0,0,1,8,7
02/28/21,19,4,67,8,82,12,149,2,27,0,32,23,21,62,0,0,4,12,0,2,43,14,0,13,2,16,0,4,1,0,1,0,8,0,5,5,7,4,,,4,0,0,1,9,7
02/28/21,18,5,63,1,74,6,137,2,25,0,28,23,18,67,0,0,3,10,0,2,44,15,1,12,2,17,1,1,1,1,2,0,12,2,7,5,4,1,,,3,0,0,0,9,6
02/28/21,17,3,58,5,73,8,131,1,23,0,27,15,26,62,0,0,3,8,0,2,41,16,2,10,1,15,1,1,1,1,2,0,10,1,5,4,8,6,,,1,0,0,0,9,6
02/28/21,16,12,55,5,68,17,123,5,22,0,25,12,27,62,0,0,2,7,0,3,42,15,3,11,1,16,2,5,1,1,1,0,8,2,5,7,8,5,,,2,0,0,0,9,6
02/28/21,15,6,43,12,63,18,106,2,17,0,25,12,27,51,0,0,2,6,0,2,37,12,1,10,1,15,1,3,0,1,3,0,5,0,4,6,7,5,,,2,0,0,2,7,6
02/28/21,14,5,37,13,51,18,88,3,15,1,22,12,25,53,1,1,2,3,0,3,37,12,0,11,1,14,0,4,0,1,3,0,5,0,4,3,12,6,,,2,0,0,4,7,5
02/28/21,13,4,32,5,38,9,70,3,12,0,20,9,25,53,0,0,2,2,0,2,38,14,1,12,0,12,0,7,0,1,1,0,6,0,4,5,4,2,,,1,0,0,1,7,5
02/28/21,12,4,28,4,33,8,61,1,9,0,16,8,23,55,1,1,2,1,0,1,39,15,1,11,0,13,0,9,0,1,1,0,8,0,4,4,7,4,,,2,0,0,1,6,5
02/28/21,11,5,24,4,29,9,53,3,8,0,16,8,23,51,1,1,1,1,0,1,33,12,0,8,0,13,0,10,0,1,1,0,10,0,4,5,7,4,,,2,0,0,1,6,5
02/28/21,10,5,19,7,25,12,44,0,5,0,13,6,26,55,0,0,1,1,0,1,33,12,0,9,0,12,0,10,0,0,1,0,13,1,7,6,5,1,,,3,0,0,1,8,7
02/28/21,9,4,14,5,18,9,32,1,5,0,12,5,26,50,0,0,1,1,0,1,32,11,1,10,0,11,0,10,1,1,1,0,9,0,7,2,4,2,,,3,0,1,1,8,7
02/28/21,8,5,10,2,13,7,23,1,4,0,10,3,26,49,0,0,0,1,0,1,31,9,0,11,1,11,0,10,1,1,1,0,9,0,7,2,7,6,,,2,0,1,1,8,5
02/28/21,7,1,5,5,11,6,16,1,3,0,9,3,26,51,0,0,0,0,0,1,31,9,0,11,0,11,0,10,0,1,1,0,11,0,9,1,5,4,,,1,0,1,2,8,5
02/28/21,6,1,4,1,6,2,10,1,2,0,9,3,26,50,0,0,0,0,0,2,30,9,0,10,0,11,0,8,0,1,1,0,10,0,8,1,0,0,,,1,0,1,2,8,5
02/28/21,5,1,3,0,5,1,8,0,1,0,8,2,26,53,0,0,0,0,0,2,33,10,1,10,0,13,0,8,2,1,2,0,10,1,8,0,0,0,,,1,0,1,1,8,5
