dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
07/01/21,24,7,153,3,94,10,247,1,38,0,30,25,12,68,0,0,11,20,1,5,34,10,1,10,1,14,2,6,0,0,1,0,20,4,6,11,9,9,,,2,0,1,0,9,6
07/01/21,23,3,146,5,91,8,237,2,37,0,27,24,10,65,0,0,11,19,1,4,32,10,1,9,1,13,0,6,0,0,0,0,21,5,5,7,7,7,,,1,0,1,0,8,6
07/01/21,22,4,143,1,86,5,229,2,35,0,27,23,11,74,0,0,11,19,1,4,34,10,1,13,2,11,0,7,0,0,2,0,27,13,5,5,4,4,,,1,0,2,0,9,6
07/01/21,21,6,139,3,85,9,224,1,33,0,24,22,9,72,0,0,11,19,0,4,35,13,3,12,0,10,0,8,0,1,4,0,24,11,3,6,9,7,,,1,0,3,0,9,5
07/01/21,20,11,133,1,82,12,215,2,32,0,22,22,7,73,0,0,10,17,0,4,39,12,3,14,3,13,1,8,0,1,3,0,20,13,3,3,11,9,,,1,0,3,0,10,4
07/01/21,19,6,122,3,81,9,203,3,30,0,22,19,10,72,0,0,10,16,0,5,37,10,2,11,1,16,1,5,0,2,2,0,20,10,4,3,11,8,,,1,0,1,0,10,5
07/01/21,18,11,116,4,78,15,194,3,27,0,22,18,11,58,0,0,8,16,0,4,38,11,2,11,3,16,1,5,0,1,3,0,7,1,3,4,24,18,,,1,0,1,0,9,5
07/01/21,17,8,105,2,74,10,179,4,24,0,20,16,11,57,0,0,8,15,3,3,38,11,1,11,2,16,2,5,1,5,4,0,8,1,2,3,23,21,,,1,0,1,2,8,5
07/01/21,16,9,97,8,72,17,169,1,20,0,19,15,11,58,0,0,8,12,1,2,34,11,1,9,1,14,1,3,1,5,2,0,14,4,6,3,24,24,,,2,0,1,2,8,5
07/01/21,15,10,88,11,64,21,152,0,19,0,15,14,10,61,0,0,8,9,1,2,33,9,0,10,2,14,0,4,0,2,3,0,16,5,6,2,16,13,,,2,0,1,1,10,5
