Date,Time,Stretcher Pts hrly,Stretcher Pts cum,Ambulatory Pts hrly,Ambulatory Pts cum,Total Inflow hrly,Total Inflow cum,Ambulances hrly,Ambulances cum,FLS hrly,Adm. requests cum,Admissions cum,Pts.waiting for admission CUM,Total Stretcher pts,Triage hallway pts,Triage hallway pts TBS,Re-Oriented Nurse cum,Re-Oriented MD QTrack D/C,Re-Oriented MD QTrack NotD/C,Resus Pts,Totalpts in PODs except Psych,Green Pts,Green Pts TBS,Yellow PTS,Yellow Pts TBS,Orancge Pts except psych,Orange Pts TBS,Consults > 2h in PODS except IM,Consult for IM >4h in PODS,Plain films reqs > 2 h in PODs,CTs reqs > 2 h in PODs,Post POD (Family room),Stretcher Pts in Vertical,Stretcher Pts TBS in Vertical,Stretcher Pts in Vertical on Lazyboy,Vertical Pts Waiting for Results,Ambulatory Pts in Vertical,Ambulatory Pts TBS in Vertical,QTrack Patients TBS,GARAGE patient TBS,Consults > 2h in Vertical Except IM,Consult for IM >4h in Vertical,Plain films reqs > 2 hr in Vertical,CTs reqs > 2 hrs in Vertical,Psych Stretcher Pts1pt,Psych pts waiting for admission
07/05/21,12,19,54,14,59,33,113,2,10,0,17,13,21,69,0,0,6,5,0,4,41,13,1,11,0,17,0,2,3,0,2,0,18,5,2,10,23,22,,,0,0,0,2,6,4
07/05/21,13,18,72,12,71,30,143,4,14,0,18,13,22,81,1,1,7,5,0,5,46,15,1,14,3,17,1,2,1,0,4,0,23,11,3,7,19,17,,,2,0,0,3,6,4
07/05/21,14,10,82,9,80,19,162,3,17,0,22,17,21,85,5,5,9,5,0,5,48,15,3,15,2,18,1,2,0,0,4,0,21,10,5,3,18,15,,,3,0,0,0,6,3
07/05/21,15,7,89,6,86,13,175,4,21,0,25,20,21,87,4,4,9,5,0,4,47,16,3,14,1,17,2,1,0,0,4,0,26,14,8,4,20,15,,,2,0,0,1,6,3
07/05/21,16,6,95,9,95,15,190,1,22,0,26,23,19,91,6,6,9,5,1,5,46,16,1,14,0,16,1,1,0,0,1,0,26,12,8,9,19,14,,,4,0,0,2,8,4
07/05/21,17,6,101,8,103,14,204,3,25,0,28,27,17,84,5,5,9,6,1,4,46,16,2,15,0,15,2,2,0,0,0,0,21,10,8,10,21,18,,,4,0,1,3,8,4
07/05/21,18,3,104,7,110,10,214,2,27,0,28,27,17,83,3,3,9,6,0,4,44,16,0,12,0,16,3,3,0,3,0,0,23,4,10,13,27,24,,,1,0,1,1,9,4
07/05/21,19,3,107,6,116,9,223,2,29,0,30,31,15,77,1,1,9,6,0,4,47,16,1,15,2,16,2,2,0,1,0,1,17,2,6,15,31,27,,,2,0,3,2,7,5
07/05/21,20,5,112,6,122,11,234,1,30,0,32,34,14,72,3,3,9,8,0,3,45,14,0,16,0,15,1,5,0,1,1,0,15,0,8,11,28,22,,,1,0,0,4,6,4
07/05/21,21,6,118,8,130,14,248,3,33,0,33,33,16,67,1,1,9,10,0,5,44,14,0,14,1,16,0,6,0,1,2,0,11,0,6,12,27,22,,,0,0,0,0,6,4
07/05/21,11,10,35,11,45,21,80,1,8,0,15,11,21,50,0,0,5,2,0,5,37,11,1,10,2,16,1,3,1,0,0,0,2,0,1,8,18,13,,,1,0,0,1,6,4
07/06/20,5,1,10,0,5,1,15,0,3,0,5,4,14,44,0,0,0,0,0,4,29,8,1,9,0,12,0,7,3,1,2,0,5,0,3,3,2,1,,,2,0,0,0,6,5
07/06/20,1,5,5,2,2,7,7,2,2,0,0,0,14,49,0,0,0,0,0,4,35,13,3,11,1,11,0,7,1,4,6,0,5,1,3,2,8,7,,,0,0,0,0,5,4
07/06/20,3,1,8,2,4,3,12,0,3,0,4,1,15,44,0,0,0,0,0,2,33,10,2,9,1,14,1,5,1,1,2,0,3,0,2,1,5,3,,,0,0,0,0,6,5
07/06/20,4,1,9,1,5,2,14,0,3,0,4,3,13,44,0,0,0,0,0,3,30,9,1,8,0,13,1,6,2,1,2,0,5,0,4,2,2,1,,,1,0,0,0,6,5
07/06/20,6,2,12,0,5,2,17,1,4,0,6,5,14,45,0,0,0,0,0,4,30,8,0,9,0,13,1,8,2,1,2,0,5,0,3,2,2,1,,,2,0,0,0,6,5
07/06/20,24,1,136,0,96,1,232,1,36,0,38,31,13,56,0,0,10,14,0,2,41,13,0,14,0,14,3,2,3,1,5,0,8,2,3,2,8,6,,,1,0,1,0,5,3
07/06/20,8,2,14,7,16,9,30,2,6,0,7,5,15,41,0,0,2,0,0,4,27,8,0,5,0,14,2,9,0,0,1,0,4,0,4,0,5,5,,,4,1,0,0,6,5
07/06/20,23,5,135,2,96,7,231,1,35,0,34,29,11,57,0,0,10,14,0,2,42,13,1,15,0,14,3,2,3,0,3,0,8,3,1,1,7,6,,,1,0,1,0,5,2
07/06/20,22,7,130,2,94,9,224,4,34,0,30,25,11,62,0,0,10,11,0,3,44,14,1,15,1,15,4,5,2,1,3,0,10,3,2,4,8,8,,,1,0,0,0,5,2
07/06/20,21,3,123,6,92,9,215,0,30,0,26,25,7,58,0,0,9,11,0,3,41,13,0,15,1,13,1,4,1,3,0,0,8,1,2,11,14,12,,,1,0,0,0,6,2
07/06/20,20,9,120,1,86,10,206,1,30,0,23,23,6,58,0,0,9,11,0,4,44,14,2,15,2,15,4,4,2,5,2,0,5,0,2,8,11,8,,,1,1,1,1,5,2
07/06/20,19,10,111,5,85,15,196,3,29,0,21,21,7,58,1,1,9,11,0,4,42,13,2,14,2,15,3,4,1,2,1,0,7,2,3,7,13,8,,,1,0,0,0,4,1
07/06/20,18,6,101,13,80,19,181,3,26,0,20,21,6,57,1,1,9,9,0,4,43,14,2,14,4,15,1,2,1,6,0,1,4,0,2,5,16,9,,,1,0,0,0,4,1
07/06/20,17,6,95,6,67,12,162,0,23,0,20,18,11,63,3,3,8,6,0,5,39,12,0,13,5,14,1,2,1,5,0,1,10,0,3,4,8,6,,,2,0,0,4,5,3
07/06/20,16,11,89,1,61,12,150,3,23,0,19,18,10,68,4,4,7,4,0,5,43,14,1,15,3,14,1,4,1,5,0,0,11,4,3,7,8,7,,,1,0,0,3,5,3
07/06/20,15,10,78,4,60,14,138,3,20,0,17,16,10,63,2,2,7,4,0,5,43,13,2,13,4,17,1,4,1,6,2,0,9,0,6,10,13,7,,,1,0,2,1,4,2
07/06/20,14,12,68,10,56,22,124,3,17,1,17,13,13,60,0,0,6,4,0,6,39,13,2,12,3,14,1,5,1,2,1,0,12,0,5,15,13,8,,,0,0,0,0,3,2
07/06/20,13,1,56,9,46,10,102,1,14,1,15,13,12,63,0,0,5,3,0,5,40,13,0,11,2,16,0,5,1,1,0,0,15,1,4,15,12,9,,,1,0,0,0,3,2
07/06/20,12,11,55,7,37,18,92,1,13,0,13,10,13,67,0,0,5,3,0,5,41,14,3,11,0,16,0,6,1,0,1,0,17,3,5,12,6,3,,,1,1,1,1,4,2
07/06/20,7,0,12,4,9,4,21,0,4,0,6,5,14,41,0,0,0,0,0,4,27,8,0,6,0,13,0,8,1,0,1,0,4,0,4,0,2,2,,,3,1,0,0,6,5
07/06/20,2,2,7,0,2,2,9,1,3,0,4,1,17,48,0,0,0,0,0,3,37,12,3,11,0,14,1,5,1,2,3,0,3,1,2,0,7,7,,,0,0,0,0,5,5
07/06/20,9,9,23,4,20,13,43,1,7,0,8,5,15,47,0,0,3,1,0,4,28,8,0,7,1,13,1,9,0,0,1,0,10,2,4,3,4,2,,,4,1,0,0,5,4
07/06/20,10,13,36,4,24,17,60,4,11,0,11,7,16,53,0,0,4,2,1,5,32,10,0,8,0,14,2,9,0,0,1,0,11,0,5,10,10,8,,,4,1,1,1,5,4
07/06/20,11,8,44,6,30,14,74,1,12,0,13,11,13,62,0,0,4,3,0,4,37,10,0,11,1,16,1,9,0,0,1,0,16,1,6,11,6,6,,,3,1,1,1,5,3
07/06/21,21,8,119,4,124,12,243,2,35,0,31,33,13,64,0,0,8,3,0,5,39,17,1,12,0,10,2,2,1,6,4,0,15,4,5,11,20,14,,,1,0,0,4,5,4
07/06/21,12,11,58,8,63,19,121,2,12,1,16,13,21,71,1,1,5,0,0,5,46,16,1,14,2,16,0,12,1,1,0,0,14,1,7,11,26,22,,,4,0,2,1,5,3
07/06/21,2,4,5,3,8,7,13,1,2,0,3,2,22,55,1,1,0,0,0,4,40,13,0,12,0,15,0,12,0,5,0,0,4,0,3,1,14,12,,,1,0,0,0,6,6
07/06/21,11,6,47,16,55,22,102,1,10,0,15,13,20,67,0,0,5,0,0,5,44,16,1,13,1,15,0,11,1,1,0,0,15,2,8,9,20,16,,,2,0,0,0,3,3
07/06/21,13,13,71,6,69,19,140,4,16,0,19,14,23,74,4,4,5,0,0,4,48,17,0,14,2,17,0,9,0,2,1,0,12,0,6,11,30,26,,,9,0,2,5,6,4
07/06/21,14,7,78,8,77,15,155,2,18,0,19,18,19,73,2,2,6,0,0,5,47,16,1,14,2,17,0,9,0,1,3,0,12,0,6,11,31,25,,,9,0,1,3,7,4
07/06/21,15,6,84,7,84,13,168,3,21,0,24,23,18,73,1,1,6,0,0,5,47,16,1,16,3,15,1,7,0,2,5,0,13,0,7,12,35,30,,,6,0,0,1,7,4
07/06/21,16,6,90,8,92,14,182,2,23,0,24,24,16,80,3,3,7,0,0,4,48,15,0,17,1,16,1,8,0,4,3,0,18,4,6,8,26,24,,,7,0,0,0,7,4
07/06/21,20,7,111,9,120,16,231,4,33,0,31,32,14,71,0,0,8,3,0,5,41,18,1,14,0,9,0,3,2,3,8,0,20,4,7,15,18,13,,,2,0,0,4,5,4
07/06/21,17,7,97,8,100,15,197,3,26,0,25,25,15,83,2,2,8,1,0,4,52,17,0,17,0,18,1,7,0,3,3,0,17,3,7,8,25,22,,,5,0,0,0,8,4
07/06/21,1,1,1,5,5,6,6,1,1,0,3,1,23,56,0,0,0,0,0,5,41,13,1,14,1,14,0,9,0,5,0,0,4,0,3,3,9,9,,,0,0,0,0,6,6
07/06/21,3,2,7,0,8,2,15,2,4,0,5,2,24,53,0,0,0,0,0,5,38,12,0,11,0,15,0,12,0,3,0,0,4,0,3,2,13,10,,,2,0,0,0,6,6
07/06/21,4,0,7,1,9,1,16,0,4,0,7,3,25,50,0,0,0,0,0,4,37,13,0,9,0,15,0,11,0,4,0,0,3,0,3,6,5,2,,,2,0,0,0,6,6
07/06/21,5,2,9,2,11,4,20,0,4,0,7,4,24,54,0,0,0,0,0,3,37,13,0,9,0,15,0,12,0,5,0,0,8,0,4,5,1,1,,,2,0,0,0,6,6
07/06/21,6,1,10,1,12,2,22,0,4,0,8,5,24,52,0,0,0,0,0,3,36,13,0,8,0,15,0,13,0,5,0,0,7,0,4,5,4,1,,,2,0,4,0,6,6
07/06/21,7,3,13,3,15,6,28,0,4,0,9,5,25,54,0,0,0,0,0,4,36,13,0,8,0,15,0,15,0,4,0,0,8,0,4,6,5,4,,,2,0,4,0,6,6
07/06/21,19,3,104,5,111,8,215,2,29,0,30,29,16,72,0,0,8,2,0,5,44,18,0,14,1,12,0,7,1,4,8,0,17,2,7,12,18,12,,,5,0,0,3,6,4
07/06/21,9,14,35,11,29,25,64,3,9,0,11,6,26,66,0,0,0,0,0,5,42,17,3,11,2,14,0,18,0,1,0,0,13,3,4,2,13,12,,,3,0,4,0,6,6
07/06/21,10,6,41,10,39,16,80,0,9,0,14,9,25,67,0,0,3,0,0,4,46,17,1,13,2,16,0,16,0,5,0,0,11,2,6,3,18,15,,,3,0,0,0,6,6
07/06/21,22,8,127,7,131,15,258,3,38,1,33,34,14,71,2,2,8,4,0,5,35,13,1,10,0,12,1,1,0,0,3,0,23,7,9,10,18,14,,,3,0,0,3,6,4
07/06/21,18,4,101,6,106,10,207,1,27,1,31,27,18,78,2,1,8,1,0,4,48,17,1,15,0,16,0,9,0,4,3,0,18,2,7,11,21,18,,,6,0,0,2,6,4
07/06/21,8,8,21,3,18,11,39,2,6,0,11,6,26,51,0,0,0,0,0,4,36,14,1,8,0,14,0,17,0,1,0,0,5,0,4,3,9,9,,,2,0,4,0,6,6
07/06/21,24,7,138,3,138,10,276,1,41,0,35,35,15,69,1,1,8,4,0,4,39,12,1,14,1,13,0,4,0,0,1,0,20,3,8,8,17,16,,,3,0,0,0,5,4
07/06/21,23,4,131,4,135,8,266,2,40,0,35,35,15,68,0,0,8,4,0,5,38,12,3,13,1,13,1,1,0,0,0,0,19,4,9,7,17,14,,,3,0,1,2,6,4
07/07/20,21,4,106,2,60,6,166,1,27,0,29,24,13,58,0,0,4,13,0,4,43,14,1,14,1,15,1,5,3,5,3,3,2,0,0,5,2,0,,,0,0,1,0,6,2
07/07/20,20,6,102,4,58,10,160,3,26,0,28,23,12,56,0,0,4,11,0,4,41,15,2,14,0,12,0,5,2,4,3,2,4,0,0,9,2,1,,,0,0,0,0,5,2
07/07/20,19,4,96,3,54,7,150,2,23,0,26,20,14,60,0,0,4,11,0,3,42,12,2,15,1,15,1,4,1,2,4,3,9,0,3,9,2,1,,,0,0,0,0,3,2
07/07/20,18,8,92,2,51,10,143,2,21,0,26,18,16,57,0,0,4,9,0,3,39,13,1,14,0,12,0,7,0,1,3,3,8,1,4,4,3,1,,,1,0,0,0,4,3
07/07/20,17,5,84,5,49,10,133,1,19,0,23,15,16,56,0,0,4,7,0,4,37,10,0,15,1,12,1,4,0,3,4,4,7,0,5,3,5,2,,,1,0,2,1,4,3
07/07/20,16,6,79,3,44,9,123,3,18,0,23,15,17,60,0,0,4,5,0,4,43,12,1,15,4,16,1,5,0,5,4,0,9,0,1,6,3,2,,,1,0,0,1,4,3
07/07/20,15,7,73,3,41,10,114,0,15,0,21,14,17,62,0,0,4,4,0,5,41,12,0,12,3,17,1,5,1,3,1,0,12,3,1,10,4,1,,,1,0,0,0,4,3
07/07/20,14,8,66,2,38,10,104,1,15,0,21,10,22,65,0,0,4,4,0,4,40,12,0,11,2,17,1,3,0,0,4,0,16,4,3,13,7,3,,,3,0,0,0,5,3
07/07/20,13,8,58,6,36,14,94,3,14,1,20,9,23,60,0,0,4,4,1,3,41,14,2,9,2,18,1,3,4,0,0,0,11,1,3,9,11,8,,,2,0,0,1,5,4
07/07/20,12,7,50,10,30,17,80,0,11,0,17,8,21,65,0,0,4,4,1,3,39,13,2,11,3,15,0,4,5,0,0,0,17,3,4,10,8,6,,,4,0,0,0,6,4
07/07/20,11,9,43,4,20,13,63,0,11,0,14,8,20,68,0,0,3,1,0,3,39,14,1,10,3,15,0,6,4,0,0,0,18,7,4,11,5,2,,,5,0,0,0,8,4
07/07/20,10,7,34,7,16,14,50,1,11,0,13,8,19,63,0,0,3,0,0,3,37,12,0,10,0,15,0,7,3,0,1,0,16,4,3,8,5,3,,,4,0,0,0,7,4
07/07/20,9,6,27,5,9,11,36,0,10,0,10,6,18,61,0,0,2,0,0,3,36,12,1,10,0,14,0,6,3,0,0,0,15,3,4,3,3,3,,,3,0,0,0,7,4
07/07/20,8,2,21,2,4,4,25,0,10,0,9,6,17,54,0,0,1,0,0,3,36,12,1,10,0,14,0,8,2,0,0,0,9,4,4,1,7,7,,,2,0,0,0,6,4
07/07/20,7,1,19,0,2,1,21,0,10,0,9,3,19,56,0,0,0,0,0,3,38,12,1,10,0,16,0,7,3,0,0,0,9,4,3,2,4,4,,,1,0,0,0,6,4
07/07/20,24,1,116,0,67,1,183,1,32,0,37,26,18,53,0,0,5,15,0,4,41,13,0,14,2,14,1,5,1,2,5,0,4,1,0,3,0,0,,,0,0,0,0,4,2
07/07/20,5,2,16,1,1,3,17,1,9,0,6,1,19,61,0,0,0,0,0,4,39,13,1,12,2,14,0,7,3,0,2,0,12,4,5,3,2,1,,,0,0,1,0,6,4
07/07/20,4,1,14,0,0,1,14,0,8,0,6,1,19,62,0,0,0,0,0,4,39,13,2,12,2,14,0,6,2,0,4,0,13,6,5,2,2,2,,,0,0,1,1,6,4
07/07/20,3,2,13,0,0,2,13,1,8,0,6,1,19,57,0,0,0,0,0,4,42,13,3,12,3,17,0,5,2,2,4,0,6,1,3,2,7,7,,,0,0,1,1,5,4
07/07/20,2,6,11,0,0,6,11,4,7,0,5,2,17,58,0,0,0,0,0,5,43,15,3,11,2,17,2,4,2,3,2,0,5,1,2,2,7,7,,,0,0,1,3,5,4
07/07/20,1,5,5,0,0,5,5,3,3,0,3,0,17,56,0,0,0,0,0,4,41,14,2,12,0,15,2,4,2,1,4,0,6,2,2,2,6,5,,,1,0,1,2,5,4
07/07/20,23,5,115,1,67,6,182,2,31,0,34,25,15,54,0,0,4,15,0,3,43,14,1,14,3,15,1,4,1,2,5,0,4,0,0,4,1,0,,,0,0,0,1,4,2
07/07/20,22,4,110,6,66,10,176,2,29,0,32,24,15,54,0,0,4,13,0,4,42,13,0,13,2,16,0,6,3,3,5,2,1,0,0,3,5,2,,,0,0,0,0,5,2
07/07/20,6,2,18,1,2,3,20,1,10,0,9,3,20,59,0,0,0,0,0,4,39,11,2,12,0,16,0,7,2,0,2,0,9,4,3,3,3,3,,,1,0,1,0,7,4
07/07/21,2,1,5,1,1,2,6,1,4,0,6,2,19,59,0,0,0,0,0,3,37,15,0,12,0,10,1,9,0,0,0,0,13,1,4,7,17,13,,,0,0,0,0,6,5
07/07/21,3,2,7,1,2,3,9,1,5,0,7,2,20,55,0,0,0,0,1,3,35,13,0,11,0,11,2,12,0,2,0,0,11,1,7,6,14,10,,,0,0,0,0,6,5
07/07/21,4,2,9,1,3,3,12,2,7,0,7,3,19,55,0,0,0,0,1,3,36,14,1,11,0,11,1,13,0,0,0,0,10,1,8,5,9,6,,,0,0,0,0,6,5
07/07/21,5,2,11,1,4,3,15,0,7,0,7,4,18,52,0,0,0,0,1,3,35,12,1,12,1,11,0,13,0,0,0,0,8,0,8,3,5,5,,,0,0,1,0,6,5
07/07/21,6,0,11,3,7,3,18,0,7,0,7,5,17,46,0,0,0,0,1,2,31,10,0,10,0,11,0,13,0,1,0,0,7,0,7,3,8,8,,,0,0,0,0,6,5
07/07/21,7,3,14,3,10,6,24,0,7,0,7,5,17,45,0,0,0,0,0,2,30,10,0,9,0,11,0,13,0,1,0,0,7,1,5,2,7,6,,,0,0,0,0,6,5
07/07/21,8,4,18,1,11,5,29,3,10,0,8,5,18,48,0,0,0,0,0,3,31,10,1,10,1,11,0,12,0,1,0,0,7,3,3,2,6,6,,,0,0,0,0,7,5
07/07/21,9,1,19,8,19,9,38,0,10,0,8,5,18,46,0,0,0,0,0,2,32,11,1,10,0,11,0,13,0,1,0,0,6,1,3,1,9,4,,,1,0,0,0,6,5
07/07/21,10,8,27,7,26,15,53,2,12,0,10,5,19,44,0,0,3,0,0,3,32,12,1,10,0,10,0,12,0,1,1,0,4,0,3,3,11,7,,,1,0,0,0,5,4
07/07/21,11,7,34,7,33,14,67,2,14,0,10,5,19,46,0,0,5,0,0,3,32,11,1,11,1,10,0,11,0,1,0,0,4,0,3,5,10,5,,,1,0,0,0,7,4
07/07/21,12,8,42,14,47,22,89,1,15,0,10,7,16,46,0,0,10,1,0,3,30,8,0,11,0,11,0,10,0,0,1,0,7,1,2,5,11,9,,,1,0,0,0,6,4
07/07/21,13,10,52,4,51,14,103,2,17,0,11,9,15,54,0,0,10,1,0,3,36,11,2,13,1,12,0,6,0,0,0,0,8,3,3,2,12,8,,,2,0,0,0,7,4
07/07/21,1,4,4,0,0,4,4,3,3,0,4,2,17,68,0,0,0,0,0,5,40,14,1,14,1,12,2,8,0,0,1,0,17,2,5,9,17,15,,,0,0,0,0,6,4
07/07/21,15,11,71,5,65,16,136,1,19,0,12,11,11,68,0,0,15,2,0,3,39,11,3,11,0,17,1,4,0,2,2,0,21,9,5,6,10,6,,,1,1,0,3,5,2
07/07/21,16,9,80,11,76,20,156,3,22,0,12,15,8,68,0,0,16,2,0,3,38,10,1,11,0,17,0,6,0,2,2,0,21,11,5,8,15,15,,,4,1,1,1,6,1
07/07/21,17,6,86,8,84,14,170,1,23,0,17,18,10,65,0,0,17,2,0,3,36,11,3,11,1,14,0,7,0,2,4,0,19,8,4,6,19,15,,,2,0,1,0,7,1
07/07/21,18,11,97,6,90,17,187,3,26,0,18,19,9,64,0,0,18,4,0,2,33,10,1,12,1,11,0,10,1,2,3,0,23,10,6,7,13,12,,,1,0,1,0,6,1
07/07/21,19,4,101,0,90,4,191,0,26,0,23,21,12,64,0,0,20,6,0,2,32,11,0,12,0,9,0,8,1,1,3,0,25,12,8,5,9,6,,,1,0,2,0,5,3
07/07/21,20,7,108,8,98,15,206,3,29,0,25,24,11,62,0,0,20,6,0,2,32,12,0,11,1,9,2,4,1,1,3,0,23,9,8,6,13,10,,,4,0,1,0,5,3
07/07/21,21,5,113,4,102,9,215,2,31,0,27,26,11,62,0,0,23,6,0,3,30,8,0,13,0,9,2,5,0,1,5,0,24,9,9,6,12,8,,,3,0,1,2,5,3
07/07/21,22,11,124,6,108,17,232,3,34,1,28,28,10,61,0,0,23,9,0,3,29,7,0,12,0,10,1,3,0,1,3,0,24,14,7,4,10,7,,,2,1,1,2,5,3
07/07/21,23,1,125,3,111,4,236,1,35,0,31,28,13,55,0,0,24,9,0,3,26,7,1,9,0,10,1,1,0,1,4,0,20,11,6,3,8,8,,,2,0,1,0,6,3
07/07/21,24,0,125,1,112,1,237,0,35,0,35,31,14,45,0,0,24,9,0,1,24,6,0,8,0,10,0,2,0,0,0,0,14,5,5,1,9,9,,,2,0,0,0,6,4
07/07/21,14,8,60,9,60,17,120,1,18,0,12,11,13,52,0,0,10,1,0,3,36,11,2,12,1,13,0,4,0,0,0,0,6,1,2,5,19,15,,,1,1,0,1,7,3
07/08/20,15,5,77,12,58,17,135,1,28,0,23,18,21,82,0,0,6,2,0,5,45,15,0,14,4,16,0,4,0,0,5,5,23,3,8,13,11,10,,,5,0,1,2,4,2
07/08/20,16,4,81,2,60,6,141,1,29,0,26,21,21,66,0,0,6,5,0,5,42,13,0,13,1,16,0,5,0,0,0,5,11,0,4,9,10,6,,,4,0,1,0,3,2
07/08/20,17,6,87,3,63,9,150,1,30,0,29,22,22,64,0,0,6,7,0,5,40,15,1,13,1,12,0,4,0,0,0,5,10,0,4,8,6,3,,,4,0,0,0,4,2
07/08/20,22,2,109,4,78,6,187,1,36,0,37,40,10,53,0,0,8,14,0,3,31,14,3,9,2,8,0,3,0,0,0,2,13,3,3,4,8,5,,,1,0,0,0,4,1
07/08/20,19,4,95,2,69,6,164,0,32,0,32,31,16,64,0,0,7,10,0,6,38,13,2,12,3,13,0,5,0,0,0,4,12,4,5,4,0,0,,,2,0,0,1,4,2
07/08/20,20,10,105,2,71,12,176,3,35,0,34,34,14,64,0,0,7,11,0,5,41,13,3,10,1,18,3,4,0,0,1,3,12,3,4,4,4,4,,,2,0,0,0,3,1
07/08/20,21,2,107,3,74,5,181,0,35,0,36,39,11,62,0,0,7,13,0,3,40,13,3,11,2,16,0,5,0,0,1,2,13,4,4,4,6,6,,,1,0,0,0,4,1
07/08/20,14,11,72,5,46,16,118,4,27,0,17,18,15,77,0,0,5,2,0,4,44,15,1,13,2,16,0,4,0,1,4,3,23,3,8,15,10,6,,,5,2,2,2,3,2
07/08/20,18,4,91,4,67,8,158,2,32,0,30,29,16,63,0,0,6,8,0,6,39,15,1,12,2,12,0,4,0,0,0,4,9,2,3,6,2,1,,,3,0,0,0,5,2
07/08/20,13,11,61,4,41,15,102,2,23,0,16,17,15,71,0,0,4,2,0,4,44,13,1,15,2,16,1,1,1,0,1,0,19,1,8,12,15,9,,,7,1,2,1,4,2
07/08/20,7,1,17,0,8,1,25,0,11,0,7,5,21,51,0,0,0,0,0,4,39,11,1,13,0,15,0,4,3,2,1,0,3,0,3,0,5,4,,,1,0,0,0,5,4
07/08/20,11,7,42,7,31,14,73,2,20,0,14,13,18,70,0,0,4,1,0,4,40,15,2,14,2,11,0,5,3,1,0,0,20,2,12,8,11,9,,,2,0,1,1,6,3
07/08/20,10,8,35,6,24,14,59,3,18,0,13,10,20,71,0,0,2,0,0,5,39,13,2,14,3,12,0,9,3,2,4,0,19,1,12,4,10,8,,,2,0,1,0,8,4
07/08/20,9,7,27,10,18,17,45,2,15,0,9,5,23,64,0,0,2,0,1,4,38,11,2,14,1,13,0,4,3,2,4,0,14,1,8,3,4,4,,,2,0,0,0,8,4
07/08/20,8,3,20,0,8,3,28,2,13,0,8,6,21,58,0,0,0,0,0,4,37,12,0,13,0,12,0,4,5,2,4,0,9,4,4,2,0,0,,,2,0,0,0,8,4
07/08/20,6,4,16,0,8,4,24,3,11,0,7,3,23,52,0,0,0,0,0,5,40,12,0,12,0,16,1,5,2,2,2,0,3,0,3,1,7,6,,,1,0,0,0,4,4
07/08/20,5,3,12,1,8,4,20,2,8,0,4,2,21,52,0,0,0,0,0,5,39,13,0,12,0,14,1,6,1,1,1,0,4,0,4,0,6,5,,,1,1,0,0,4,4
07/08/20,4,3,9,2,7,5,16,3,6,0,4,2,21,50,0,0,0,0,0,5,39,12,0,12,1,15,1,6,2,3,1,0,2,0,2,1,7,6,,,1,1,0,0,4,4
07/08/20,2,1,1,1,5,2,6,0,1,0,2,3,18,48,0,0,0,0,1,6,38,13,0,12,1,13,0,5,2,4,1,0,0,0,0,0,4,2,,,0,0,1,1,4,4
07/08/20,1,0,0,4,4,4,4,1,1,0,2,3,18,49,0,0,0,0,1,4,39,13,0,13,2,13,0,5,1,3,1,0,2,0,1,0,3,3,,,1,0,0,0,4,4
07/08/20,23,6,115,2,80,8,195,2,38,0,42,42,13,46,0,0,8,16,0,3,29,11,3,9,1,9,0,4,0,0,0,0,10,1,2,8,8,6,,,0,0,0,0,4,3
07/08/20,12,8,50,6,37,14,87,1,21,0,15,14,18,75,0,0,4,1,0,4,46,14,3,14,3,18,2,1,2,0,0,0,20,3,11,8,11,9,,,6,1,1,0,5,3
07/08/20,24,2,117,1,81,3,198,0,38,0,42,43,12,45,0,0,8,16,0,3,30,11,2,9,2,10,0,5,0,0,0,0,8,3,2,5,7,7,,,1,0,0,1,4,3
07/08/20,3,5,6,0,5,5,11,2,3,1,3,2,20,48,0,0,0,0,0,5,38,12,1,12,0,14,0,6,2,3,1,0,1,0,1,1,4,1,,,1,0,0,0,4,4
07/08/21,5,0,11,2,5,2,16,1,2,0,1,1,14,41,0,0,1,0,0,2,26,8,0,7,0,11,0,8,1,0,0,0,7,0,6,3,8,4,,,3,0,0,0,6,4
07/08/21,2,2,3,1,2,3,5,1,1,0,0,0,14,43,0,0,1,0,0,2,23,8,0,7,0,8,0,4,1,0,4,0,13,0,7,11,3,2,,,2,0,0,0,5,4
07/08/21,3,6,9,1,3,7,12,0,1,1,0,0,14,43,0,0,1,0,0,2,25,8,0,7,1,10,1,6,1,0,0,0,10,0,6,7,7,4,,,3,0,0,0,6,4
07/08/21,4,2,11,0,3,2,14,0,1,0,1,1,14,42,0,0,1,0,0,2,26,8,0,7,0,11,0,7,1,0,0,0,8,0,5,6,4,2,,,3,0,0,0,6,4
07/08/21,1,1,1,1,1,2,2,0,0,0,0,0,14,40,0,0,0,0,0,2,21,7,0,6,0,8,0,3,0,0,0,0,11,1,5,7,7,6,,,2,0,0,0,6,4
07/08/21,24,3,155,3,115,6,270,2,39,0,32,20,17,56,0,0,8,19,0,5,41,14,1,12,1,15,3,11,0,0,2,0,6,1,2,2,6,5,,,3,0,1,0,4,1
07/08/21,23,6,152,3,112,9,264,2,37,0,32,21,17,61,0,0,8,17,0,6,43,16,2,13,2,14,2,8,0,1,4,0,8,2,2,4,2,1,,,2,0,1,1,4,1
07/08/21,22,7,146,1,109,8,255,4,35,1,30,21,15,62,1,1,8,17,0,5,44,16,1,12,2,16,3,6,0,1,3,0,9,1,3,4,4,0,,,2,0,1,0,3,1
