dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
10/01/20,24,2,109,2,89,4,198,1,34,0,38,27,23,64,0,0,7,21,0,1,43,13,0,13,0,17,1,9,0,2,0,0,13,4,3,6,6,4,,,0,0,0,0,7,6
10/01/20,23,4,107,4,87,8,194,2,33,0,34,25,21,67,2,2,7,21,0,1,41,13,0,12,0,16,0,6,0,1,2,0,15,4,3,8,7,4,,,0,0,4,0,8,5
10/01/20,22,6,103,1,83,7,186,1,31,0,32,24,20,64,0,0,7,19,0,3,41,14,0,12,0,15,0,7,0,2,3,0,12,2,3,5,9,7,,,1,0,1,0,8,5
10/01/20,21,7,97,3,82,10,179,3,30,0,31,23,20,67,0,0,7,17,0,4,44,14,1,13,0,17,1,7,0,2,3,0,13,5,3,5,10,7,,,0,0,1,0,6,5
10/01/20,20,5,90,1,79,6,169,1,27,0,29,16,26,61,0,0,6,16,0,4,38,12,0,13,0,13,0,3,0,2,3,0,13,5,4,6,12,7,,,2,0,1,0,6,5
10/01/20,19,3,85,3,78,6,163,0,26,0,29,16,26,62,0,0,6,14,0,4,40,14,1,14,0,12,0,2,0,2,4,0,13,3,3,8,13,8,,,1,0,1,0,5,5
10/01/20,18,3,82,5,75,8,157,3,26,1,25,15,24,63,0,0,6,12,0,6,38,13,1,12,0,13,0,4,1,3,4,0,14,4,2,6,12,8,,,1,0,1,1,5,5
10/01/20,17,8,79,8,70,16,149,4,23,0,24,11,27,66,0,0,6,12,0,6,43,13,0,14,0,16,1,3,2,2,3,0,11,2,2,4,15,11,,,0,0,0,2,6,6
10/01/20,16,2,71,2,62,4,133,1,19,0,22,10,26,74,0,0,6,10,0,7,46,14,1,15,0,17,1,5,2,2,3,0,14,4,5,6,8,8,,,1,0,0,0,7,6
10/01/20,15,8,69,8,60,16,129,1,18,0,20,7,28,76,1,1,6,9,0,4,47,14,1,16,1,17,1,5,2,2,4,0,17,4,5,7,10,7,,,1,0,0,0,7,6
10/01/20,14,7,61,7,52,14,113,5,17,0,18,7,27,75,1,1,5,6,0,4,45,13,0,16,1,16,2,5,2,3,4,0,18,2,7,6,8,5,,,2,0,0,0,7,6
10/01/20,13,12,54,6,45,18,99,1,12,0,16,6,27,71,1,1,5,4,0,4,41,12,1,15,1,14,1,6,3,2,1,0,18,2,8,6,8,4,,,5,0,3,0,7,4
10/01/20,12,8,42,9,39,17,81,4,11,0,16,6,28,61,0,0,4,2,1,3,37,13,1,11,0,13,0,5,4,2,1,0,14,2,7,5,6,2,,,4,0,0,0,7,4
10/01/20,11,7,34,6,30,13,64,1,7,0,14,5,27,61,0,0,3,2,1,3,39,13,0,12,0,14,1,7,4,2,3,0,11,0,5,4,5,4,,,2,0,0,0,8,4
10/01/20,10,11,27,9,24,20,51,0,6,0,14,5,27,54,0,0,3,2,1,3,40,12,0,13,0,15,1,8,4,1,3,0,6,0,4,1,3,2,,,2,0,0,0,5,4
10/01/20,9,2,16,3,15,5,31,0,6,0,9,2,26,48,0,0,2,1,0,4,34,12,0,12,1,10,0,10,3,0,3,0,5,0,4,0,1,0,,,2,0,0,1,5,4
10/01/20,8,1,14,1,12,2,26,0,6,0,9,2,26,46,0,0,0,0,0,4,34,12,0,11,0,11,1,8,3,0,3,0,3,0,3,2,0,0,,,0,0,0,0,5,4
10/01/20,7,1,13,2,11,3,24,0,6,1,7,2,24,48,0,0,0,0,0,4,35,13,0,12,0,10,1,7,3,0,3,0,4,0,4,2,3,2,,,0,0,0,0,5,4
10/01/20,6,2,12,2,9,4,21,2,6,0,6,2,23,49,0,0,0,0,1,4,37,14,0,12,0,11,1,7,2,0,1,0,3,0,3,1,4,3,,,0,0,0,0,5,4
10/01/20,5,2,10,1,7,3,17,1,4,0,2,1,20,47,0,0,0,0,0,4,36,14,0,11,0,11,0,7,4,1,0,0,2,0,2,1,4,2,,,0,0,0,0,5,4
10/01/20,4,2,8,2,6,4,14,1,3,1,2,1,20,45,0,0,0,0,0,4,35,13,0,12,0,10,0,6,4,1,0,0,1,0,1,1,3,3,,,0,0,0,0,5,4
10/01/20,3,1,6,2,4,3,10,0,2,0,1,0,20,44,0,0,0,0,0,3,36,14,0,12,0,10,0,6,4,2,0,0,1,0,1,3,3,3,,,0,0,0,0,4,4
10/01/20,2,1,5,1,2,2,7,1,2,0,1,0,19,45,0,0,0,0,0,3,37,13,1,14,0,10,0,6,3,1,0,0,1,0,1,1,2,2,,,0,0,0,0,4,4
10/01/20,1,4,4,1,1,5,5,1,1,1,0,0,18,48,0,0,0,0,0,4,37,13,2,13,1,11,0,5,2,0,0,2,1,0,1,0,1,1,,,0,0,0,0,4,4
09/30/20,24,3,109,2,73,5,182,3,37,0,47,36,18,50,0,0,10,12,0,5,39,13,2,14,2,12,0,4,1,0,1,0,2,0,1,0,2,2,,,0,0,0,0,4,4
09/30/20,23,4,106,0,71,4,177,2,34,0,44,34,17,45,0,0,10,9,0,4,36,12,1,12,1,12,0,3,2,0,1,0,1,0,1,1,0,0,,,1,0,0,0,4,4
09/30/20,22,5,102,1,71,6,173,3,32,0,44,35,16,52,0,0,10,9,0,4,41,14,2,14,2,13,1,5,2,1,3,0,2,0,1,1,1,0,,,1,0,0,0,5,4
09/30/20,21,1,97,6,70,7,167,1,29,0,41,31,20,57,0,0,10,9,0,6,39,13,1,12,0,14,1,5,1,5,4,1,5,0,3,2,6,2,,,1,0,0,1,6,5
09/30/20,20,3,96,3,64,6,160,1,28,0,40,27,24,61,0,0,10,9,0,5,41,13,0,14,3,14,0,5,0,3,5,1,8,0,3,3,4,1,,,1,0,2,2,6,5
09/30/20,19,3,93,1,61,4,154,2,27,0,35,26,21,65,0,0,10,7,0,5,43,13,1,14,1,16,0,1,0,1,6,1,10,1,3,3,4,2,,,3,0,2,1,6,4
09/30/20,18,3,90,2,60,5,150,1,25,0,33,22,23,66,0,0,10,7,0,5,43,12,0,14,1,17,2,3,0,2,5,1,11,2,4,3,8,5,,,3,0,2,0,6,4
09/30/20,17,3,87,4,58,7,145,1,24,0,29,22,19,73,0,0,9,7,0,6,48,15,1,15,3,18,3,7,0,0,4,0,14,4,3,1,7,6,,,3,0,3,2,5,4
09/30/20,16,12,84,2,54,14,138,4,23,0,27,17,24,74,2,2,9,4,0,5,44,13,0,13,0,18,2,7,0,1,7,0,17,8,5,1,8,8,,,3,0,3,0,6,5
09/30/20,15,6,72,4,52,10,124,1,19,0,26,15,25,73,1,1,9,2,0,5,48,14,3,15,2,19,4,6,0,3,3,0,13,4,4,5,10,9,,,2,0,3,0,6,5
09/30/20,14,14,66,8,48,22,114,3,18,1,21,13,22,71,2,2,7,1,0,4,46,14,2,15,2,17,2,7,0,2,1,0,13,5,5,3,12,10,,,3,0,3,0,6,4
09/30/20,13,13,52,9,40,22,92,4,15,1,19,12,20,62,0,0,7,0,0,3,44,14,3,15,1,15,3,7,0,0,1,0,9,1,5,3,10,7,,,1,0,1,0,6,3
09/30/20,12,7,39,7,31,14,70,1,11,1,17,10,22,58,0,0,6,0,0,4,40,13,4,14,2,13,0,10,1,0,0,0,6,0,4,3,7,2,,,2,0,1,0,8,5
09/30/20,11,8,32,7,24,15,56,4,10,0,14,7,22,55,0,0,4,0,0,3,34,11,2,12,0,11,0,7,1,0,0,0,8,0,6,3,5,1,,,2,0,0,0,10,5
09/30/20,10,7,24,5,17,12,41,2,6,0,11,6,20,55,0,0,3,0,0,4,32,10,0,11,2,11,0,5,2,1,1,0,10,2,5,3,4,3,,,2,0,0,0,9,5
09/30/20,9,5,17,3,12,8,29,1,4,0,8,4,21,52,0,0,3,0,0,3,30,10,0,9,0,11,0,11,4,0,0,0,9,2,6,1,1,1,,,2,0,0,0,10,6
09/30/20,8,2,12,1,9,3,21,0,3,0,7,4,20,47,0,0,2,0,0,2,29,10,0,9,0,10,0,10,3,0,0,0,7,1,5,1,1,1,,,2,0,0,0,9,6
09/30/20,7,2,10,0,8,2,18,1,3,0,5,3,19,48,0,0,1,0,0,2,32,11,0,10,0,11,0,11,3,0,0,0,5,0,5,0,1,1,,,1,0,0,0,9,5
09/30/20,6,2,8,1,8,3,16,0,2,0,3,3,17,48,0,0,1,0,0,3,32,11,0,9,0,12,0,11,4,0,0,0,4,0,4,2,2,1,,,1,0,0,0,9,5
09/30/20,5,1,6,1,7,2,13,1,2,0,3,3,17,48,0,0,1,0,0,3,32,11,0,9,0,12,0,11,4,0,0,0,4,0,4,1,0,0,,,2,0,0,1,9,5
09/30/20,4,1,5,1,6,2,11,1,1,0,3,3,17,47,0,0,1,0,0,3,31,10,0,9,0,12,0,11,4,1,0,0,4,0,4,1,1,1,,,1,0,0,1,9,5
09/30/20,3,2,4,0,5,2,9,0,0,0,2,3,16,44,0,0,1,0,0,3,29,9,0,8,0,12,0,7,4,1,0,0,3,0,3,0,2,0,,,0,0,0,1,9,4
09/30/20,2,1,2,2,5,3,7,0,0,0,2,3,16,46,0,0,1,0,0,4,30,11,0,7,0,12,0,5,4,0,0,0,3,0,3,0,2,2,,,0,0,0,2,9,4
09/30/20,1,1,1,3,3,4,4,0,0,0,2,2,17,47,0,0,1,0,0,3,32,10,0,9,0,13,1,4,4,0,0,0,3,0,3,1,1,1,,,0,0,0,1,9,4
09/29/20,24,4,109,0,93,4,202,3,40,1,35,40,17,51,0,0,13,11,1,5,36,11,3,11,1,14,2,4,3,1,1,0,3,0,3,2,1,0,,,1,0,0,1,7,4
09/29/20,23,3,105,1,93,4,198,0,37,0,33,39,16,51,0,0,13,11,1,5,35,12,2,11,2,12,0,5,3,1,0,0,4,0,3,2,2,0,,,1,1,0,0,7,4
09/29/20,22,3,102,3,92,6,194,2,37,0,32,37,17,53,0,0,13,10,0,4,37,12,1,11,1,14,0,4,2,4,2,0,5,0,2,4,5,3,,,1,1,0,0,7,4
09/29/20,21,4,99,4,89,8,188,6,35,0,30,35,17,57,0,0,13,10,0,4,39,11,0,11,1,17,0,4,0,4,2,0,8,0,4,7,4,1,,,1,1,0,0,6,4
09/29/20,20,6,95,4,85,10,180,3,29,0,28,30,20,64,1,1,13,9,0,4,42,13,1,12,1,17,0,3,0,5,3,0,10,1,6,3,12,7,,,1,0,0,0,7,4
09/29/20,19,3,89,5,81,8,170,2,26,1,24,28,18,66,1,1,13,7,0,5,41,13,2,13,3,15,0,1,0,3,1,0,13,1,6,6,9,6,,,2,0,0,1,6,4
09/29/20,18,5,86,5,76,10,162,4,24,0,23,27,18,67,1,1,13,5,0,3,43,13,1,14,1,16,0,2,0,3,4,0,14,3,6,4,10,5,,,3,0,0,1,6,4
09/29/20,17,8,81,9,71,17,152,2,20,0,21,26,17,74,1,1,13,3,0,5,46,13,1,16,2,17,0,2,0,1,4,0,16,2,4,6,9,7,,,6,0,1,2,6,4
09/29/20,16,6,73,5,62,11,135,1,18,0,19,25,16,69,2,2,11,3,0,4,41,11,2,15,0,15,0,4,0,1,4,0,16,4,4,9,8,7,,,7,0,0,2,6,4
09/29/20,15,3,67,8,57,11,124,0,17,1,18,23,18,69,1,1,11,3,0,6,43,10,3,15,3,18,0,3,0,1,7,0,15,1,7,7,5,3,,,6,0,1,1,4,4
09/29/20,14,15,64,2,49,17,113,6,17,0,17,23,19,78,4,4,9,3,0,6,43,11,3,15,4,17,0,4,0,1,2,0,20,4,7,10,6,4,,,7,0,0,2,5,5
09/29/20,13,9,49,2,47,11,96,2,11,1,16,18,23,68,0,0,9,3,0,5,42,13,4,14,5,15,0,3,0,1,0,0,16,2,6,9,7,4,,,3,0,0,2,5,5
09/29/20,12,10,40,4,45,14,85,1,9,0,16,18,23,59,0,0,9,2,0,5,35,10,3,10,1,15,0,2,0,0,2,0,14,3,4,6,9,5,,,1,0,0,0,5,5
09/29/20,11,4,30,12,41,16,71,2,8,0,14,11,28,52,0,0,7,2,0,5,31,6,1,11,2,14,1,3,0,0,0,0,7,0,4,6,11,5,,,2,0,0,0,9,9
09/29/20,10,7,26,12,29,19,55,1,6,0,14,11,29,56,0,0,4,1,0,5,31,7,2,11,2,13,0,4,0,0,0,0,10,1,5,6,8,6,,,1,0,1,3,10,9
09/29/20,9,5,19,4,17,9,36,1,5,0,13,10,28,49,0,0,3,0,1,3,31,9,2,8,0,14,0,5,0,1,0,0,6,0,3,3,2,0,,,0,0,0,3,9,8
09/29/20,8,5,14,6,13,11,27,0,4,0,12,8,28,45,0,0,0,0,1,3,30,9,0,8,1,13,1,4,0,0,0,0,3,0,2,1,8,8,,,0,0,0,3,9,8
09/29/20,7,3,9,0,7,3,16,1,4,0,11,7,30,51,0,0,0,0,0,4,31,10,0,7,0,14,0,5,1,0,1,1,6,0,5,2,1,1,,,0,0,0,0,9,8
