dateflg,timeflg,INFLOW_STRETCHER,Infl_Stretcher_cum,INFLOW_AMBULATORY,Infl_Ambulatory_cum,Inflow_Total,Inflow_Cum_Total,INFLOW_AMBULANCES,Infl_Ambulances_cum,FLS,CUM_ADMREQ,CUM_BA1,WAITINGADM,TTStr,TRG_HALLWAY1,TRG_HALLWAY_TBS,reoriented_cum,reoriented_cum_MD,QTRACK1,RESUS,Pod_T,POD_GREEN,POD_GREEN_TBS,POD_YELLOW,POD_YELLOW_TBS,POD_ORANGE,POD_ORANGE_TBS,POD_CONS_MORE2H,POD_IMCONS_MORE4H,POD_XRAY_MORE2H,POD_CT_MORE2H,POST_POD1,VERTSTRET,RAZ_TBS,RAZ_LAZYBOY,RAZ_WAITINGREZ,AMBVERT1,AMBVERTTBS,QTrack_TBS,Garage_TBS,RAZ_CONS_MORE2H,RAZ_IMCONS_MORE4H,RAZ_XRAY_MORE2H,RAZ_CT_MORE2H1,PSYCH1,PSYCH_WAITINGADM
05/01/21,24,3,131,0,64,3,195,2,31,0,33,27,11,45,0,0,5,9,0,2,27,7,0,8,1,12,0,3,1,0,2,0,13,8,3,2,7,5,,,0,0,0,2,3,3
05/01/21,23,3,128,3,64,6,192,2,29,0,33,26,12,46,0,0,5,9,0,2,25,8,1,7,0,10,0,2,0,1,2,0,16,5,4,5,11,6,,,1,0,0,0,3,3
05/01/21,22,4,125,4,61,8,186,0,27,0,31,23,14,51,0,0,5,9,0,1,30,11,1,7,0,12,0,5,0,3,3,0,17,5,2,7,9,6,,,1,0,0,1,3,3
05/01/21,21,5,121,4,57,9,178,2,27,0,27,19,13,51,0,0,5,9,0,1,31,11,0,10,1,10,0,6,0,1,4,0,16,4,3,6,8,6,,,1,0,0,1,3,3
05/01/21,20,4,116,4,53,8,169,0,25,0,27,19,13,51,0,0,5,9,0,1,30,11,0,9,1,10,0,5,0,0,5,0,17,3,4,7,9,6,,,0,0,0,3,3,3
05/01/21,19,4,112,4,49,8,161,2,25,0,26,19,12,56,0,0,5,9,0,1,34,12,0,8,1,14,0,4,0,0,5,0,18,6,2,9,8,4,,,0,0,0,3,3,3
05/01/21,18,10,108,5,45,15,153,3,23,0,24,19,11,63,0,0,4,9,0,2,37,11,1,11,0,15,0,6,0,1,2,0,20,6,4,8,8,6,,,1,0,0,1,4,3
05/01/21,17,2,98,4,40,6,138,0,20,0,24,18,12,56,0,0,4,8,0,2,33,10,0,11,0,12,0,5,0,1,2,0,17,4,5,5,11,7,,,2,0,0,1,4,3
05/01/21,16,7,96,4,36,11,132,2,20,0,21,18,9,71,0,0,4,8,0,4,41,14,2,15,2,12,1,3,0,2,1,0,22,9,7,6,7,7,,,4,0,0,1,4,3
05/01/21,15,9,89,5,32,14,121,3,18,0,21,15,12,76,0,0,3,6,0,2,45,14,2,15,3,16,0,6,0,2,3,0,24,5,8,8,4,4,,,5,0,0,1,5,3
05/01/21,14,7,80,5,27,12,107,5,15,0,17,12,11,80,0,0,2,6,0,3,45,14,2,14,1,17,0,9,1,0,4,0,27,7,8,10,6,5,,,6,0,0,3,5,2
05/01/21,13,15,73,5,22,20,95,1,10,0,13,7,12,65,0,0,2,4,0,4,42,11,0,13,0,18,0,14,1,1,1,0,14,0,7,6,19,14,,,5,0,0,4,5,2
05/01/21,12,8,58,4,17,12,75,1,9,0,11,6,12,67,0,0,2,4,0,4,40,11,2,12,1,17,0,14,1,0,4,0,18,2,8,4,4,2,,,5,0,0,2,5,2
05/01/21,11,8,50,7,13,15,63,1,8,0,10,6,11,64,0,0,2,3,1,4,38,10,1,11,1,17,2,15,0,0,4,0,17,0,7,5,4,4,,,5,0,0,2,5,2
05/01/21,10,7,42,2,6,9,48,0,7,0,10,6,12,61,0,0,1,2,0,3,36,10,1,11,0,15,0,14,1,0,3,0,17,0,7,7,3,1,,,6,0,0,2,5,2
05/01/21,9,13,35,2,4,15,39,1,7,0,10,6,12,63,0,0,1,2,0,3,34,9,0,10,0,15,0,12,1,0,2,0,21,4,9,4,1,1,,,7,0,0,1,5,2
